taxon,birth,death,ccp,source
Caprifoliaceae,0.039576320162903536,0.03957524216924322,1.0,computed
Lonicera,0.034290008665491825,0.03428999457904196,1.0,computed
Symphoricarpos,0.039576320162903536,0.03957524216924322,0,from Caprifoliaceae (singleton)
Ericales,0.04123716281203708,0.03155281812949328,0.0,from __TAXONOMIC_ROOT__ (not monophyletic)
Balsaminaceae,0.04123716281203708,0.03155281812949328,0,from Ericales (singleton)
Impatiens,0.04123716281203708,0.03155281812949328,0,from Balsaminaceae (singleton)
Ericaceae,0.020709070287885996,0.020708470691366932,1.0,computed
Chamaedaphne,0.020709070287885996,0.020708470691366932,0,from Ericaceae (singleton)
Pyrola,0.020709070287885996,0.020708470691366932,0,from Ericaceae (singleton)
Vaccinium,0.020709070287885996,0.020708470691366932,1.0,from Ericaceae (cherry)
Polemoniaceae,0.04123716281203708,0.03155281812949328,1.0,from Ericales (cherry)
Phlox,0.04123716281203708,0.03155281812949328,1.0,from Polemoniaceae (cherry)
Primulaceae,0.04123716281203708,0.03155281812949328,0.0,from Ericales (not monophyletic)
Lysimachia,0.04123716281203708,0.03155281812949328,0.0,from Primulaceae (not monophyletic)
Fabales,0.022205354565626632,0.0,0.9971509971509972,computed
Fabaceae,0.0223620669078623,0.0,0.9966666666666667,computed
Amorpha,0.0223620669078623,0.0,0,from Fabaceae (singleton)
Amphicarpaea,0.0223620669078623,0.0,0,from Fabaceae (singleton)
Astragalus,0.0223620669078623,0.0,0,from Fabaceae (singleton)
Baptisia,0.0223620669078623,0.0,0,from Fabaceae (singleton)
Chamaecrista,0.0223620669078623,0.0,0,from Fabaceae (singleton)
Dalea,0.0223620669078623,0.0,1.0,from Fabaceae (cherry)
Desmodium,0.0223620669078623,0.0,0,from Fabaceae (singleton)
Hylodesmum,0.0223620669078623,0.0,0,from Fabaceae (singleton)
Lathyrus,0.0223620669078623,0.0,1.0,from Fabaceae (cherry)
Lespedeza,0.0223620669078623,0.0,0,from Fabaceae (singleton)
Lupinus,0.0223620669078623,0.0,0,from Fabaceae (singleton)
Medicago,0.0223620669078623,0.0,1.0,from Fabaceae (cherry)
Melilotus,0.0223620669078623,0.0,0,from Fabaceae (singleton)
Petalostemon,0.0223620669078623,0.0,0.0,from Fabaceae (unsampled)
Robinia,0.0223620669078623,0.0,0,from Fabaceae (singleton)
Strophostyles,0.0223620669078623,0.0,0,from Fabaceae (singleton)
Trifolium,0.020411410288439878,0.0,1.0,computed
Vicia,0.0223620669078623,0.0,1.0,from Fabaceae (cherry)
Polygalaceae,0.022205354565626632,0.0,1.0,from Fabales (cherry)
Polygala,0.022205354565626632,0.0,1.0,from Polygalaceae (cherry)
Fagales,0.06463088185146844,0.06375708932598238,1.0,computed
Betulaceae,0.028525952192901362,0.0,1.0,computed
Alnus,0.028525952192901362,0.0,0,from Betulaceae (singleton)
Betula,0.038211639715528115,0.0,1.0,computed
Corylus,0.028525952192901362,0.0,0,from Betulaceae (singleton)
Fagaceae,0.08734011843082379,0.0,1.0,computed
Quercus,0.08734011843082379,0.0,1.0,computed
Gentianales,0.04642693815182628,0.020925240850313442,1.0,computed
Apocynaceae,0.04971107828676647,1.0959837616910458e-05,1.0,computed
Apocynum,0.04971107828676647,1.0959837616910458e-05,1.0,from Apocynaceae (cherry)
Asclepias,0.07421919269955472,0.0,1.0,computed
Gentianaceae,0.04642693815182628,0.020925240850313442,0,from Gentianales (singleton)
Gentiana,0.04642693815182628,0.020925240850313442,0,from Gentianaceae (singleton)
Rubiaceae,0.027903895557217322,0.020567664231764322,1.0,computed
Galium,0.047275511211797246,0.0,1.0,computed
Houstonia,0.027903895557217322,0.020567664231764322,0,from Rubiaceae (singleton)
Geraniales,0.04123716281203708,0.03155281812949328,0,from __TAXONOMIC_ROOT__ (singleton)
Geraniaceae,0.04123716281203708,0.03155281812949328,0,from Geraniales (singleton)
Geranium,0.04123716281203708,0.03155281812949328,0,from Geraniaceae (singleton)
Ginkgoales,0.04123716281203708,0.03155281812949328,0,from __TAXONOMIC_ROOT__ (singleton)
Ginkgoaceae,0.04123716281203708,0.03155281812949328,0,from Ginkgoales (singleton)
Ginkgo,0.04123716281203708,0.03155281812949328,0,from Ginkgoaceae (singleton)
Lamiales,0.04123716281203708,0.03155281812949328,0.0,from __TAXONOMIC_ROOT__ (not monophyletic)
Gesneriaceae,0.04123716281203708,0.03155281812949328,0,from Lamiales (singleton)
Seemannia,0.04123716281203708,0.03155281812949328,0,from Gesneriaceae (singleton)
Lamiaceae,0.047562998526880014,0.0,1.0,computed
Agastache,0.047562998526880014,0.0,0,from Lamiaceae (singleton)
Glechoma,0.047562998526880014,0.0,0,from Lamiaceae (singleton)
Hedeoma,0.047562998526880014,0.0,0,from Lamiaceae (singleton)
Lycopus,0.047562998526880014,0.0,1.0,from Lamiaceae (cherry)
Monarda,0.047562998526880014,0.0,0.0,from Lamiaceae (not monophyletic)
Mosla,0.047562998526880014,0.0,0,from Lamiaceae (singleton)
Nepeta,0.047562998526880014,0.0,0,from Lamiaceae (singleton)
Prunella,0.047562998526880014,0.0,0,from Lamiaceae (singleton)
Pycnanthemum,0.047562998526880014,0.0,0,from Lamiaceae (singleton)
Scutellaria,0.08125640878984611,0.0,1.0,computed
Stachys,0.047562998526880014,0.0,1.0,from Lamiaceae (cherry)
Oleaceae,0.04406255424338671,0.0,1.0,computed
Fraxinus,0.04406255424338671,0.0,1.0,computed
Orobanchaceae,0.04123716281203708,0.03155281812949328,0,from Lamiales (singleton)
Pedicularis,0.04123716281203708,0.03155281812949328,0,from Orobanchaceae (singleton)
Phrymaceae,0.04123716281203708,0.03155281812949328,0.0,from Lamiales (not monophyletic)
Mimulus,0.04123716281203708,0.03155281812949328,0,from Phrymaceae (singleton)
Phryma,0.04123716281203708,0.03155281812949328,0,from Phrymaceae (singleton)
Plantaginaceae,0.02228494381202219,0.014843107779924388,1.0,computed
Linaria,0.02228494381202219,0.014843107779924388,0,from Plantaginaceae (singleton)
Penstemon,0.1782632048049712,0.17826269425716157,1.0,computed
Plantago,0.02228494381202219,0.014843107779924388,1.0,from Plantaginaceae (cherry)
Veronicastrum,0.02228494381202219,0.014843107779924388,0,from Plantaginaceae (singleton)
Scrophulariaceae,0.04123716281203708,0.03155281812949328,0,from Lamiales (singleton)
Verbascum,0.04123716281203708,0.03155281812949328,0,from Scrophulariaceae (singleton)
Verbenaceae,0.7281019078762844,0.7277420012348725,1.0,computed
Verbena,0.7281019078762844,0.7277420012348725,1.0,computed
Liliales,0.0028476300807724984,0.0,1.0,computed
Colchicaceae,0.0028476300807724984,0.0,0,from Liliales (singleton)
Uvularia,0.0028476300807724984,0.0,0,from Colchicaceae (singleton)
Liliaceae,0.0028476300807724984,0.0,0,from Liliales (singleton)
Streptopus,0.0028476300807724984,0.0,0,from Liliaceae (singleton)
Smilacaceae,0.0028476300807724984,0.0,0,from Liliales (singleton)
Smilax,0.0028476300807724984,0.0,0,from Smilacaceae (singleton)
Malpighiales,0.04123716281203708,0.03155281812949328,0.0,from __TAXONOMIC_ROOT__ (not monophyletic)
Euphorbiaceae,0.011337249663058404,0.0,1.0,computed
Euphorbia,0.011337249663058404,0.0,1.0,computed
Hypericaceae,0.04123716281203708,0.03155281812949328,0.0,from Malpighiales (not monophyletic)
Hypericum,0.04123716281203708,0.03155281812949328,0,from Hypericaceae (singleton)
Triadenum,0.04123716281203708,0.03155281812949328,0,from Hypericaceae (singleton)
Salicaceae,0.2057389227508866,0.20573797602534913,1.0,computed
Populus,0.2057389227508866,0.20573797602534913,0.0,from Salicaceae (not monophyletic)
Salix,0.10397266916537494,0.058656498687732775,1.0,computed
Violaceae,0.09973513880009703,0.09566043290953562,1.0,computed
Viola,0.09973513880009703,0.09566043290953562,1.0,computed
Malvales,0.04123716281203708,0.03155281812949328,0.0,from __TAXONOMIC_ROOT__ (cherry)
Cistaceae,0.04123716281203708,0.03155281812949328,0.0,from Malvales (cherry)
Helianthemum,0.04123716281203708,0.03155281812949328,0.0,from Cistaceae (unsampled)
Lechea,0.04123716281203708,0.03155281812949328,0,from Cistaceae (singleton)
Myrtales,0.06046769946138879,0.06046683376500026,1.0,computed
Onagraceae,0.06046769946138879,0.06046683376500026,1.0,computed
Chamaenerion,0.06046769946138879,0.06046683376500026,0,from Onagraceae (singleton)
Circaea,0.06046769946138879,0.06046683376500026,0,from Onagraceae (singleton)
Epilobium,0.06046769946138879,0.06046683376500026,1.0,from Onagraceae (cherry)
Ludwigia,0.06046769946138879,0.06046683376500026,0,from Onagraceae (singleton)
Oenothera,0.2979179387838161,0.0,1.0,computed
Oxalidales,0.04123716281203708,0.03155281812949328,0,from __TAXONOMIC_ROOT__ (singleton)
Oxalidaceae,0.04123716281203708,0.03155281812949328,0,from Oxalidales (singleton)
Oxalis,0.04123716281203708,0.03155281812949328,0,from Oxalidaceae (singleton)
Pinales,0.01750122681905004,0.01750095933412985,1.0,computed
Cupressaceae,0.01750122681905004,0.01750095933412985,1.0,from Pinales (cherry)
Juniperus,0.01750122681905004,0.01750095933412985,1.0,from Cupressaceae (cherry)
Pinaceae,0.012476393208212257,0.00847353721175953,1.0,computed
Larix,0.012476393208212257,0.00847353721175953,0,from Pinaceae (singleton)
Pinus,0.013366493830509588,0.013366265871878766,1.0,computed
Poales,0.04123716281203708,0.03155281812949328,0.0,from __TAXONOMIC_ROOT__ (not monophyletic)
Cyperaceae,0.11358896601095515,0.11358834704060862,0.9973544973544973,computed
Carex,0.12341546936490398,0.0,0.9952380952380953,computed
Cyperus,0.13160821731755193,0.0,1.0,computed
Dulichium,0.11358896601095515,0.11358834704060862,0,from Cyperaceae (singleton)
Eleocharis,0.11358896601095515,0.11358834704060862,0,from Cyperaceae (singleton)
Scirpus,0.11358896601095515,0.11358834704060862,0,from Cyperaceae (singleton)
Scleria,0.11358896601095515,0.11358834704060862,0,from Cyperaceae (singleton)
Juncaceae,0.04123716281203708,0.03155281812949328,0,from Poales (singleton)
Juncus,0.04123716281203708,0.03155281812949328,0,from Juncaceae (singleton)
Poaceae,0.04123716281203708,0.03155281812949328,0.0,from Poales (not monophyletic)
Agrostis,0.04123716281203708,0.03155281812949328,0,from Poaceae (singleton)
Andropogon,0.04123716281203708,0.03155281812949328,0,from Poaceae (singleton)
Anthoxanthum,0.04123716281203708,0.03155281812949328,0,from Poaceae (singleton)
Aristida,0.04123716281203708,0.03155281812949328,1.0,from Poaceae (cherry)
Bouteloua,0.04123716281203708,0.03155281812949328,0.0,from Poaceae (not monophyletic)
Bromus,0.04815768057500265,0.0,1.0,computed
Calamagrostis,0.04123716281203708,0.03155281812949328,0.0,from Poaceae (not monophyletic)
Cenchrus,0.04123716281203708,0.03155281812949328,0.0,from Poaceae (not monophyletic)
Chondrosum,0.04123716281203708,0.03155281812949328,0.0,from Poaceae (unsampled)
Danthonia,0.04123716281203708,0.03155281812949328,0,from Poaceae (singleton)
Dichanthelium,0.04123716281203708,0.03155281812949328,1.0,from Poaceae (cherry)
Digitaria,0.04123716281203708,0.03155281812949328,0.0,from Poaceae (not monophyletic)
Elymus,0.04123716281203708,0.03155281812949328,0.0,from Poaceae (not monophyletic)
Eragrostis,0.04123716281203708,0.03155281812949328,1.0,from Poaceae (cherry)
Festuca,0.10151870499742438,0.1015184340145472,1.0,computed
Glyceria,0.04123716281203708,0.03155281812949328,0,from Poaceae (singleton)
Koeleria,0.04123716281203708,0.03155281812949328,0.0,from Poaceae (unsampled)
Leersia,0.04123716281203708,0.03155281812949328,0,from Poaceae (singleton)
Lolium,0.04123716281203708,0.03155281812949328,0,from Poaceae (singleton)
Miscanthus,0.04123716281203708,0.03155281812949328,0.0,from Poaceae (unsampled)
Muhlenbergia,0.04123716281203708,0.03155281812949328,0,from Poaceae (singleton)
Panicum,0.04123716281203708,0.03155281812949328,0.75,from Poaceae (crown capture probability)
Paspalum,0.04123716281203708,0.03155281812949328,0,from Poaceae (singleton)
Phalaris,0.04123716281203708,0.03155281812949328,0,from Poaceae (singleton)
Phleum,0.04123716281203708,0.03155281812949328,0,from Poaceae (singleton)
Poa,0.09630954355954231,0.09630885158126877,1.0,computed
Schizachne,0.04123716281203708,0.03155281812949328,0,from Poaceae (singleton)
Schizachyrium,0.04123716281203708,0.03155281812949328,0,from Poaceae (singleton)
Secale,0.04123716281203708,0.03155281812949328,0,from Poaceae (singleton)
Setaria,0.04123716281203708,0.03155281812949328,1.0,from Poaceae (cherry)
Sorghastrum,0.04123716281203708,0.03155281812949328,0,from Poaceae (singleton)
Sporobolus,0.05470038047360915,0.0,1.0,computed
Stipa,0.04123716281203708,0.03155281812949328,0.0,from Poaceae (not monophyletic)
Trachypogon,0.04123716281203708,0.03155281812949328,0,from Poaceae (singleton)
Typhaceae,0.04123716281203708,0.03155281812949328,1.0,from Poales (cherry)
Typha,0.04123716281203708,0.03155281812949328,1.0,from Typhaceae (cherry)
Xyridaceae,0.04123716281203708,0.03155281812949328,0.0,from Poales (unsampled)
Xyris,0.04123716281203708,0.03155281812949328,0.0,from Xyridaceae (unsampled)
Ranunculales,0.01779679303390444,0.006918472736891399,0.9506172839506173,computed
Ranunculaceae,0.01779679303390444,0.006918472736891399,0.9506172839506173,computed
Anemone,0.06647742959002424,0.0,0.8333333333333334,computed
Aquilegia,0.01779679303390444,0.006918472736891399,0,from Ranunculaceae (singleton)
Caltha,0.01779679303390444,0.006918472736891399,0,from Ranunculaceae (singleton)
Delphinium,0.01779679303390444,0.006918472736891399,0,from Ranunculaceae (singleton)
Ranunculus,0.01779679303390444,0.006918472736891399,0.0,from Ranunculaceae (unsampled)
Thalictrum,0.01779679303390444,0.006918472736891399,1.0,from Ranunculaceae (cherry)
Rosales,0.04123716281203708,0.03155281812949328,0.0,from __TAXONOMIC_ROOT__ (not monophyletic)
Rhamnaceae,0.04123716281203708,0.03155281812949328,0.0,from Rosales (not monophyletic)
Ceanothus,0.04123716281203708,0.03155281812949328,0,from Rhamnaceae (singleton)
Frangula,0.04123716281203708,0.03155281812949328,0,from Rhamnaceae (singleton)
Rhamnus,0.04123716281203708,0.03155281812949328,0,from Rhamnaceae (singleton)
Rosaceae,0.04123716281203708,0.03155281812949328,0.0,from Rosales (not monophyletic)
Amelanchier,0.08383509177774225,0.0,0.9,computed
Aronia,0.04123716281203708,0.03155281812949328,0,from Rosaceae (singleton)
Comarum,0.04123716281203708,0.03155281812949328,0,from Rosaceae (singleton)
Drymocallis,0.04123716281203708,0.03155281812949328,0,from Rosaceae (singleton)
Fragaria,0.04123716281203708,0.03155281812949328,1.0,from Rosaceae (cherry)
Malus,0.04123716281203708,0.03155281812949328,0,from Rosaceae (singleton)
Potentilla,0.0586943683386338,0.05869432962822578,1.0,computed
Prunus,0.10367807455101381,0.10367720594723243,1.0,computed
Rosa,0.2549439352811123,0.0,1.0,computed
Rubus,0.05343055191770084,0.0,1.0,computed
Spiraea,0.04123716281203708,0.03155281812949328,0.0,from Rosaceae (not monophyletic)
Ulmaceae,0.04123716281203708,0.03155281812949328,1.0,from Rosales (cherry)
Ulmus,0.04123716281203708,0.03155281812949328,1.0,from Ulmaceae (cherry)
Urticaceae,0.006004505122102048,0.0,1.0,computed
Parietaria,0.006004505122102048,0.0,0,from Urticaceae (singleton)
Pilea,0.006004505122102048,0.0,0,from Urticaceae (singleton)
Urtica,0.006004505122102048,0.0,0,from Urticaceae (singleton)
Santalales,0.04123716281203708,0.03155281812949328,0,from __TAXONOMIC_ROOT__ (singleton)
Santalaceae,0.04123716281203708,0.03155281812949328,0,from Santalales (singleton)
Comandra,0.04123716281203708,0.03155281812949328,0,from Santalaceae (singleton)
Sapindales,0.019592086708683044,0.010744491323246763,1.0,computed
Anacardiaceae,0.05467278493592207,0.05467234300034281,1.0,computed
Rhus,0.05467278493592207,0.05467234300034281,1.0,from Anacardiaceae (cherry)
Toxicodendron,0.05467278493592207,0.05467234300034281,0,from Anacardiaceae (singleton)
Rutaceae,0.019592086708683044,0.010744491323246763,0,from Sapindales (singleton)
Zanthoxylum,0.019592086708683044,0.010744491323246763,0,from Rutaceae (singleton)
Sapindaceae,0.019592086708683044,0.010744491323246763,1.0,from Sapindales (cherry)
Acer,0.019592086708683044,0.010744491323246763,1.0,from Sapindaceae (cherry)
Saxifragales,0.04123716281203708,0.03155281812949328,0.0,from __TAXONOMIC_ROOT__ (not monophyletic)
Grossulariaceae,0.04123716281203708,0.03155281812949328,0,from Saxifragales (singleton)
Ribes,0.04123716281203708,0.03155281812949328,0,from Grossulariaceae (singleton)
Penthoraceae,0.04123716281203708,0.03155281812949328,0,from Saxifragales (singleton)
Penthorum,0.04123716281203708,0.03155281812949328,0,from Penthoraceae (singleton)
Saxifragaceae,0.04123716281203708,0.03155281812949328,1.0,from Saxifragales (cherry)
Heuchera,0.04123716281203708,0.03155281812949328,0,from Saxifragaceae (singleton)
Micranthes,0.04123716281203708,0.03155281812949328,0,from Saxifragaceae (singleton)
Solanales,0.02560202012636911,0.023360453176252367,1.0,computed
Convolvulaceae,0.02560202012636911,0.023360453176252367,0,from Solanales (singleton)
Convolvulus,0.02560202012636911,0.023360453176252367,0,from Convolvulaceae (singleton)
Solanaceae,0.05077646127136287,0.002344518926879403,1.0,computed
Physalis,0.05077646127136287,0.002344518926879403,1.0,from Solanaceae (cherry)
Solanum,0.05416854054565664,0.05335348163730406,1.0,computed
Vitales,0.025925376725352636,0.025916314156640176,1.0,computed
Vitaceae,0.025925376725352636,0.025916314156640176,1.0,computed
Parthenocissus,0.025925376725352636,0.025916314156640176,1.0,from Vitaceae (cherry)
Vitis,0.025925376725352636,0.025916314156640176,0,from Vitaceae (singleton)
