plant_id,species,genus,family,order,Leaf_Area,Nmass,LMA,Plant_height,Diaspore_mass,SSD_observed,LDMC,SSD_imputed,SSD_combined
26,Typha angustifolia,Typha,Typhaceae,Poales,1.9093,-0.8826,2.1757,0.4809,-1.191,-0.5724,0.3771,0.2378,-0.2062
27,Anthoxanthum nitens,Anthoxanthum,Poaceae,Poales,-2.2296,-0.7947,-1.683,-0.6766,-0.0224,-0.7637,-0.6396,-1.0444,-1.0113
28,Juncus tenuis,Juncus,Juncaceae,Poales,-0.6846,-0.9506,0.6854,-0.7408,-2.1159,-0.7443,-0.4185,-0.8298,-0.885
29,Scleria triglomerata,Scleria,Cyperaceae,Poales,0.0323,-0.3287,0.1368,0.1322,0.6814,-0.0908,0.9135,1.0177,0.3624
30,Eleocharis geniculata,Eleocharis,Cyperaceae,Poales,-0.5188,-0.5351,0.2038,-0.6192,-1.1161,-0.2746,0.6979,0.6827,0.0644
31,Cyperus strigosus,Cyperus,Cyperaceae,Poales,-0.2133,-0.4914,0.2406,0.1001,-0.7216,-0.0826,0.9022,0.9322,0.2862
32,Cyperus schweinitzii,Cyperus,Cyperaceae,Poales,-0.1738,-0.4529,0.213,-0.0404,-0.1514,-0.097,0.9105,0.9704,0.3083
33,Cyperus filiculmis,Cyperus,Cyperaceae,Poales,-0.2969,-0.4657,0.2017,-0.2576,-0.3214,-0.1607,0.8398,0.8788,0.2294
34,Dulichium arundinaceum,Dulichium,Cyperaceae,Poales,-0.173,-0.4116,0.1726,-0.0477,-0.3708,-0.1464,0.8578,0.8829,0.2454
35,Scirpus cyperinus,Scirpus,Cyperaceae,Poales,-0.1989,-0.5,0.3107,0.4251,-1.9389,-0.0307,0.9585,0.9578,0.3131
36,Carex haydenii,Carex,Cyperaceae,Poales,-0.2458,-0.4247,0.1514,-0.3502,-0.1271,-0.2003,0.8456,0.906,0.223
37,Carex stricta,Carex,Cyperaceae,Poales,-0.3031,-1.8373,0.5193,0.3077,-0.4042,0.3658,1.4352,1.4666,0.639
38,Carex lativena,Carex,Cyperaceae,Poales,-0.2461,-0.4485,0.1267,-0.3458,-0.1163,-0.1972,0.8424,0.8933,0.2186
39,Carex gracillima,Carex,Cyperaceae,Poales,-0.0584,-0.3807,0.1741,0.055,-0.0081,-0.0792,0.9779,1.0653,0.3651
40,Carex pensylvanica,Carex,Cyperaceae,Poales,-0.2191,-0.2281,-1.4742,-0.9725,-0.2399,-0.6659,0.2017,0.1024,-0.3113
41,Carex comosa,Carex,Cyperaceae,Poales,0.0871,-0.3607,0.2264,0.4418,-0.0493,0.0179,1.0885,1.1891,0.4758
42,Carex oligosperma,Carex,Cyperaceae,Poales,0.028,-0.3354,0.1616,0.0517,0.6072,-0.0825,0.9848,1.095,0.3899
43,Carex rostrata,Carex,Cyperaceae,Poales,0.6455,-0.0551,0.477,-0.4407,-0.0553,-0.8258,0.0296,-0.1553,-0.4897
44,Carex lasiocarpa,Carex,Cyperaceae,Poales,0.1025,-0.3055,1.3232,-0.2787,0.5553,-0.0667,1.2726,1.4799,0.5606
45,Carex lacustris,Carex,Cyperaceae,Poales,-0.0311,-1.1335,0.3517,0.4387,0.0566,0.2014,1.267,1.3397,0.5733
46,Carex chordorrhiza,Carex,Cyperaceae,Poales,-0.8804,-0.5211,-0.2879,-1.6199,0.105,-0.17,1.0859,1.2496,0.3753
47,Carex scoparia,Carex,Cyperaceae,Poales,-0.108,-0.4082,0.1722,-0.0779,-0.0475,-0.1203,0.9435,1.0139,0.3193
48,Carex echinata,Carex,Cyperaceae,Poales,-0.9798,-0.6654,0.6826,-0.9018,-0.2609,0.0557,1.274,1.4945,0.5526
49,Carex interior,Carex,Cyperaceae,Poales,-0.7995,-0.5767,0.2135,-0.4788,-0.3984,-0.0609,0.9612,1.0243,0.3036
50,Carex vulpinoidea,Carex,Cyperaceae,Poales,-0.238,0.9983,0.0757,-0.643,-0.1865,-0.4562,0.8087,0.907,0.1985
51,Carex canescens,Carex,Cyperaceae,Poales,-0.4683,0.2995,-0.7126,-0.6432,-0.6106,-0.4712,0.5855,0.5963,9.00E-04
52,Carex bebbii,Carex,Cyperaceae,Poales,-0.0656,-0.3973,0.1734,0.0429,-0.0061,-0.0995,0.9579,1.0364,0.3427
53,Carex bicknellii,Carex,Cyperaceae,Poales,-0.1605,-0.4094,0.2108,-0.5162,0.0375,-0.1662,1.0539,1.2006,0.3802
54,Carex disperma,Carex,Cyperaceae,Poales,-0.1938,-0.4115,0.1507,-0.2588,-0.0769,-0.1708,0.8994,0.9643,0.2703
55,Carex foenea,Carex,Cyperaceae,Poales,-0.2296,-0.3748,-0.4452,-0.5987,0.0661,-0.1799,0.9811,1.056,0.3221
56,Carex diandra,Carex,Cyperaceae,Poales,-0.5853,-1.1603,1.1935,-0.4915,-0.4593,0.1114,1.3845,1.4303,0.5246
57,Elymus smithii,Elymus,Poaceae,Poales,0.0331,0.0792,-0.4133,-0.2424,0.532,-0.0339,1.2963,1.5484,0.6376
58,Fallopia cilinode,Fallopia,Polygonaceae,Caryophyllales,1.0484,0.2133,-1.2007,-0.1817,-0.1037,-1.1844,-1.0568,-0.9967,-0.9511
59,Glyceria grandis,Glyceria,Poaceae,Poales,-0.1044,0.5384,-0.1871,-0.3642,-0.6041,-0.5893,0.5263,0.6853,0.0447
60,Schizachne purpurascens,Schizachne,Poaceae,Poales,-0.2009,-0.9284,0.1078,-0.2294,0.3926,-0.1504,0.9984,1.1457,0.3669
61,Elymus violaceus,Elymus,Poaceae,Poales,-0.5283,-1.0245,1.0863,-0.2039,0.4722,0.1024,1.7244,1.9258,0.7867
62,Bromus inermis,Bromus,Poaceae,Poales,0.3382,0.0926,0.0521,0.0342,0.4362,-0.3417,1.0627,1.2529,0.3975
63,Bromus tectorum,Bromus,Poaceae,Poales,-0.6491,0.3098,-0.6356,-0.6225,0.4712,-0.215,0.9865,1.234,0.4144
64,Bromus ciliatus,Bromus,Poaceae,Poales,-0.2025,-1.322,-0.705,-0.1212,0.5277,-0.1952,0.8641,0.9693,0.2328
65,Bromus kalmii,Bromus,Poaceae,Poales,-0.1544,-0.3076,-0.1989,0.1866,0.3002,-0.062,1.3352,1.6004,0.6374
66,Secale cereale,Secale,Poaceae,Poales,0.2523,0.7771,-0.1447,0.3138,0.034,-0.4083,0.7292,0.956,0.2855
67,Elymus repens,Elymus,Poaceae,Poales,0.2456,0.8818,-0.2215,-0.2895,0.3396,-0.481,0.6129,0.8012,0.1205
68,Seemannia sylvatica,Seemannia,Gesneriaceae,Lamiales,0.0786,-0.0132,-0.3437,-0.1698,-0.452,-0.4874,0.2072,0.207,-0.1
69,Stipa comata,Stipa,Poaceae,Poales,-1.5033,-0.184,1.3788,-0.542,0.6206,-0.3723,1.1381,1.3336,0.2511
70,Elymus canadensis,Elymus,Poaceae,Poales,0.8421,0.2478,0.1028,0.2045,0.6005,-0.2086,1.3573,1.6327,0.6523
71,Andropogon gerardi,Andropogon,Poaceae,Poales,0.482,-1.4357,0.0741,0.3576,0.2376,-0.5334,0.4996,0.5444,-0.0464
72,Rhamnus cathartica,Rhamnus,Rhamnaceae,Rosales,-0.0485,0.6424,0.2434,1.0442,1.368,1.3525,3.0553,3.4693,2.2968
73,Pilosella aurantiaca,Pilosella,Asteraceae,Asterales,0.2517,0.0389,-0.8671,-0.7459,-1.0182,-0.9395,-0.8516,-0.7711,-0.8445
74,Calamagrostis canadensis,Calamagrostis,Poaceae,Poales,0.3159,-1.2337,0.1545,0.0181,-1.1622,-0.2182,0.906,0.9676,0.2464
75,Phalaris arundinacea,Phalaris,Poaceae,Poales,0.8888,0.3673,-0.2916,0.345,-0.2593,-1.9882,-1.7147,-1.9078,-1.724
76,Calamagrostis stricta,Calamagrostis,Poaceae,Poales,0.6677,-1.0336,0.0855,-0.0743,-0.9093,-0.3787,0.777,0.8312,0.1458
77,Agrostis scabra,Agrostis,Poaceae,Poales,-1.5042,-1.668,1.4613,-0.0842,-1.4253,0.7251,2.1279,2.6502,1.2951
78,Phleum pratense,Phleum,Poaceae,Poales,-0.1369,-0.0828,-0.3498,-0.2491,-0.5077,-0.4016,0.7059,0.8577,0.1804
79,Poa pratensis,Poa,Poaceae,Poales,-0.3371,-0.3453,-0.2008,-0.6346,-0.7176,-0.9803,-0.2371,-0.2027,-0.5341
80,Poa compressa,Poa,Poaceae,Poales,-0.9059,-1.0605,0.0242,-0.7762,-0.8144,-0.1453,0.7341,0.8582,0.1967
81,Poa nemoralis,Poa,Poaceae,Poales,-0.2187,0.3494,-1.3279,-0.4475,-1.0189,0.6943,2.0868,2.5218,1.4857
82,Poa palustris,Poa,Poaceae,Poales,-0.6285,-0.4759,-0.4355,-0.1888,-0.9146,-0.2138,0.4742,0.504,0.0682
83,Koeleria micrathera,Koeleria,Poaceae,Poales,-0.608,-1.2897,1.5069,-0.8789,-0.8426,-0.0742,1.4002,1.4868,0.4766
84,Lolium multiflorum,Lolium,Poaceae,Poales,-0.1087,0.3684,-0.5886,-0.5453,0.39,-0.9263,0.0873,0.2305,-0.2822
85,Festuca rubra,Festuca,Poaceae,Poales,-0.6109,-0.564,0.7835,-0.6821,-0.1611,-0.4315,0.8454,0.9655,0.1529
86,Festuca ovina,Festuca,Poaceae,Poales,-1.9939,-0.7333,0.8131,-0.9205,-0.4621,0.4913,2.2311,2.5603,1.2452
87,Festuca guestfalica,Festuca,Poaceae,Poales,-1.0742,-0.6413,0.6931,-0.6001,-0.2852,0.0433,1.4899,1.7106,0.6884
88,Leersia oryzoides,Leersia,Poaceae,Poales,0.2581,-0.5243,0.2986,0.1859,-0.0075,-0.1586,1.029,1.1937,0.4171
89,Danthonia spicata,Danthonia,Poaceae,Poales,0.0205,-2.5668,0.6386,-0.4434,-0.3504,0.4085,1.8046,2.2063,1.0064
90,Aristida basiramea,Aristida,Poaceae,Poales,-2.2427,-1.1787,0.7885,-1.0963,-0.5705,0.1983,1.3813,1.5661,0.5763
91,Aristida tuberculosa,Aristida,Poaceae,Poales,-1.8809,-1.089,0.6752,-0.9719,-0.496,0.1074,1.3033,1.4768,0.5201
92,Eragrostis trichodes,Eragrostis,Poaceae,Poales,-0.0235,-1.436,0.1956,0.1695,-0.7086,-0.2,0.8912,0.95,0.232
93,Eragrostis spectabilis,Eragrostis,Poaceae,Poales,-0.2866,-1.7194,0.1421,-0.6665,-1.5141,-0.3751,0.6915,0.6693,-0.0199
94,Bouteloua curtipendula,Bouteloua,Poaceae,Poales,-0.0938,-1.2856,0.3081,-0.3099,-0.1362,0.3926,2.229,2.6329,1.2638
95,Bouteloua aristidoides,Bouteloua,Poaceae,Poales,-0.6027,-0.6133,0.9143,-2.4293,-0.6457,0.173,2.1007,2.6577,1.2046
96,Muhlenbergia racemosa,Muhlenbergia,Poaceae,Poales,-0.1829,1.3606,-1.3417,0.0565,-0.6709,-0.7211,0.1169,0.3244,-0.1093
97,Sporobolus cryptandrus,Sporobolus,Poaceae,Poales,0.2236,-1.2433,0.13,0.0557,-1.179,0.0575,1.4551,1.6859,0.6981
98,Sporobolus heterolepis,Sporobolus,Poaceae,Poales,-0.2322,-2.0763,0.2455,-0.1383,-0.0591,0.271,1.6007,1.9605,0.8514
99,Sporobolus michauxianus,Sporobolus,Poaceae,Poales,-0.053,-1.4645,0.19,-0.0833,-0.5182,0.1887,1.5837,1.8537,0.8088
100,Sporobolus rigidus,Sporobolus,Poaceae,Poales,-0.0392,-1.4533,0.2054,-0.0501,-0.5139,0.2034,1.6044,1.8777,0.8267
101,Dichanthelium oligosanthes,Dichanthelium,Poaceae,Poales,-0.6967,0.3746,-0.2532,-0.4911,0.0716,0.0731,1.771,2.1909,1.0014
102,Dichanthelium acuminatum,Dichanthelium,Poaceae,Poales,-1.0158,-0.3648,-0.527,-0.4694,-0.5958,0.2301,1.8519,2.3265,1.0718
103,Panicum virgatum,Panicum,Poaceae,Poales,0.1677,-1.341,0.6884,-0.5539,-0.0444,0.7824,2.366,2.7053,1.5332
104,Panicum miliaceum,Panicum,Poaceae,Poales,0.6323,-0.758,0.1653,-0.4252,0.6589,0.3608,0.8854,1.0779,0.5446
105,Panicum capillare,Panicum,Poaceae,Poales,1.2305,-0.4775,-0.4654,-0.5379,-0.686,-0.2151,0.6412,0.6453,0.1034
106,Panicum perlongum,Panicum,Poaceae,Poales,0.3019,-0.8053,0.498,-1.0113,-0.0931,0.2606,0.8605,1.0078,0.4334
107,Panicum leibergii,Panicum,Poaceae,Poales,0.5603,-0.8116,0.1718,-0.5077,0.3341,0.3549,0.8576,1.0345,0.5081
108,Trachypogon spicatus,Trachypogon,Poaceae,Poales,-0.5662,-1.5114,0.198,-0.6475,-0.3217,-0.131,0.9943,1.0772,0.2785
109,Cenchrus americanus,Cenchrus,Poaceae,Poales,0.1736,0.5211,-0.3908,-0.0614,0.9214,-0.4518,0.6345,0.8668,0.2198
110,Paspalum setaceum,Paspalum,Poaceae,Poales,-0.2781,-0.6094,0.0462,-0.3694,-0.2092,-0.2683,0.855,0.9919,0.2492
111,Schizachyrium scoparium,Schizachyrium,Poaceae,Poales,-0.1525,-1.4484,0.0797,-0.0693,-0.1806,-0.1498,0.9315,1.0295,0.29
112,Sorghastrum nutans,Sorghastrum,Poaceae,Poales,0.4999,-1.2393,0.4331,0.2916,0.1828,0.071,1.5224,1.6963,0.7432
113,Setaria italica,Setaria,Poaceae,Poales,1.5266,-0.7974,-0.4895,-0.0147,0.3126,-1.1342,-0.4648,-0.851,-0.9066
114,Setaria viridis,Setaria,Poaceae,Poales,0.2077,-0.7885,-1.1387,-0.7883,0.0522,-0.7361,0.1141,-0.0718,-0.4211
115,Digitaria sanguinalis,Digitaria,Poaceae,Poales,-1.16,-1.1793,-1.3817,-0.8829,-0.3884,-1.2008,-1.3138,-2.0117,-1.6223
116,Digitaria cognata,Digitaria,Poaceae,Poales,-1.3493,-1.2251,0.0079,-0.9882,-0.4613,-0.9007,-0.6983,-1.1374,-1.1202
117,Cenchrus longispinus,Cenchrus,Poaceae,Poales,0.2564,0.7291,-0.4431,0.0085,1.2246,-0.4799,0.6064,0.8638,0.2282
118,Digitaria ischaemum,Digitaria,Poaceae,Poales,-1.6282,-1.1156,-1.6086,-1.3038,-0.3964,-1.0862,-1.1157,-1.7421,-1.4613
119,Caltha palustris,Caltha,Ranunculaceae,Ranunculales,1.5958,1.6808,-0.8034,-0.0834,-0.0583,-1.5182,-1.6652,-1.3097,-1.1558
120,Anemone virginiana,Anemone,Ranunculaceae,Ranunculales,0.1501,-1.0298,-0.2457,-0.8865,-0.012,-0.9309,-1.1629,-1.0285,-1.0049
121,Anemone cylindrica,Anemone,Ranunculaceae,Ranunculales,-0.0969,-0.3173,0.8018,-0.889,-0.1106,-0.8271,-0.7644,-0.5676,-0.7394
122,Anemone patens,Anemone,Ranunculaceae,Ranunculales,0.204,-0.4884,-0.4697,-1.0865,0.2482,-1.1402,-1.3902,-1.2454,-1.159
123,Anemone quinquefolia,Anemone,Ranunculaceae,Ranunculales,0.5988,-0.7262,-0.0633,-0.8404,-0.0104,-0.9937,-1.2124,-1.0155,-0.9903
124,Ranunculus rhomboideus,Ranunculus,Ranunculaceae,Ranunculales,0.3882,-0.8809,0.2235,-0.376,0.006,-0.6629,-0.4117,-0.3014,-0.5456
125,Delphinium carolinianum,Delphinium,Ranunculaceae,Ranunculales,0.6622,1.1046,0.7978,-0.2524,-0.2787,-0.937,-0.4491,-0.2447,-0.5237
126,Aquilegia canadensis,Aquilegia,Ranunculaceae,Ranunculales,0.6084,-0.0985,-0.2144,0.048,-0.3955,-0.764,-0.613,-0.4764,-0.6134
127,Thalictrum dasycarpum,Thalictrum,Ranunculaceae,Ranunculales,0.0228,-1.4746,-0.6084,-0.2923,0.3493,-0.4257,0.1828,0.0652,-0.3229
128,Thalictrum dioicum,Thalictrum,Ranunculaceae,Ranunculales,-0.4725,-1.1169,-2.1318,-0.4039,0.2893,-0.5122,-0.133,-0.1985,-0.4615
129,Vitis vulpina,Vitis,Vitaceae,Vitales,1.858,1.0035,0.2031,2.0071,1.6722,0.1951,0.7002,0.8465,0.6211
130,Parthenocissus quinquefolia,Parthenocissus,Vitaceae,Vitales,1.6379,0.737,-0.3771,0.2489,1.4632,-0.4664,-0.0892,-0.0869,-0.1219
131,Parthenocissus inserta,Parthenocissus,Vitaceae,Vitales,2.1781,0.1693,-0.072,1.7181,1.4374,0.0655,0.4775,0.5122,0.382
132,Ribes hirtellum,Ribes,Grossulariaceae,Saxifragales,0.9223,-0.6149,0.5643,0.2695,0.126,-0.0991,1.0817,1.0176,0.4163
133,Micranthes pensylvanica,Micranthes,Saxifragaceae,Saxifragales,0.9729,0.4946,1.1528,-0.3212,-1.1265,-0.5816,0.7108,0.5899,0.0517
134,Heuchera richardsonii,Heuchera,Saxifragaceae,Saxifragales,1.1552,0.4202,1.4419,-0.4344,-1.4335,-0.6763,0.7924,0.5808,-0.0018
135,Penthorum sedoides,Penthorum,Penthoraceae,Saxifragales,1.0877,2.1696,-0.8807,-0.0523,-2.1439,-1.0937,-0.2117,-0.3209,-0.4616
136,Geranium maculatum,Geranium,Geraniaceae,Geraniales,1.5025,-0.2922,-1.516,-0.6277,0.7817,-0.889,-0.7718,-0.7021,-0.6789
137,Ageratina liebmannii,Ageratina,Asteraceae,Asterales,0.7941,1.1689,-1.0771,0.0531,-0.2331,-0.9929,-0.4359,-0.4497,-0.6302
138,Miscanthus giganteus,Miscanthus,Poaceae,Poales,-0.2441,-0.5651,0.0103,-0.3455,-0.2087,-0.3089,0.8001,0.9234,0.205
139,Berteroa incana,Berteroa,Brassicaceae,Brassicales,-1.1165,-0.1291,-0.2385,-0.4892,-0.3189,-0.7025,-0.1095,-0.1428,-0.448
140,Sisymbrium altissimum,Sisymbrium,Brassicaceae,Brassicales,1.1232,1.1114,-0.2052,-0.4028,-0.8503,-1.7243,-1.8541,-1.4387,-1.2974
141,Arabis hirsuta,Arabis,Brassicaceae,Brassicales,-1.0062,0.0615,-0.4342,-0.6238,-0.7729,-1.0166,-1.0619,-0.8995,-0.9079
142,Barbarea vulgaris,Barbarea,Brassicaceae,Brassicales,0.4355,0.8631,-0.9541,-0.3945,-0.3123,-1.3228,-1.093,-0.9202,-0.9223
143,Lepidium densiflorum,Lepidium,Brassicaceae,Brassicales,-0.9636,1.1255,-1.8102,-0.8335,-0.5845,-1.3799,-1.858,-1.448,-1.2271
144,Lepidium virginicum,Lepidium,Brassicaceae,Brassicales,-0.0411,1.8319,-0.3873,-0.5615,-0.4166,-1.3456,-0.9167,-0.7605,-0.8387
145,Turritis glabra,Turritis,Brassicaceae,Brassicales,0.6964,1.1924,-0.7231,-0.1897,-1.3902,-1.3373,-0.9521,-0.8219,-0.8653
146,Boechera divaricarpa,Boechera,Brassicaceae,Brassicales,-0.0676,0.7308,-0.654,-0.4359,-0.603,-1.1797,-1.0433,-0.8566,-0.8746
147,Zanthoxylum americanum,Zanthoxylum,Rutaceae,Sapindales,1.0364,0.3026,0.0732,1.6931,1.1949,0.7328,1.776,2.135,1.5202
148,Acer negundo,Acer,Sapindaceae,Sapindales,1.1504,1.0949,-0.3398,1.8885,1.5513,0.5544,1.436,1.8304,1.3494
149,Acer rubrum,Acer,Sapindaceae,Sapindales,1.0601,-0.2733,0.2524,2.146,1.4065,1.0583,2.3217,2.7255,1.9269
150,Toxicodendron radicans,Toxicodendron,Anacardiaceae,Sapindales,0.5886,0.1495,-0.2409,0.9201,1.2746,1.3249,2.7245,3.2266,2.2563
151,Rhus glabra,Rhus,Anacardiaceae,Sapindales,1.6933,-0.2882,0.557,0.9416,0.9447,0.3333,1.4428,1.6571,1.1031
152,Rhus typhina,Rhus,Anacardiaceae,Sapindales,0.3862,0.7431,0.3464,1.5942,1.0467,0.5771,1.5521,1.9231,1.3577
153,Helianthemum bicknellii,Helianthemum,Cistaceae,Malvales,-1.6303,-0.4698,0.5675,-0.5489,-0.7286,0.6157,0.0261,-0.0166,0.1972
154,Lechea stricta,Lechea,Cistaceae,Malvales,-1.4061,-0.3859,0.4656,-0.5644,-0.8331,0.4929,-0.1108,-0.1629,0.0968
155,Ludwigia polycarpa,Ludwigia,Onagraceae,Myrtales,0.1501,0.3768,-0.446,-0.2312,-1.9249,-1.2553,-0.5559,-0.611,-0.7676
156,Circaea lutetiana,Circaea,Onagraceae,Myrtales,0.8758,0.5631,-1.8655,0.217,0.249,-1.4257,-1.2083,-1.2201,-1.0599
157,Oenothera rhombipetala,Oenothera,Onagraceae,Myrtales,0.3763,0.0372,0.1183,0.2693,-0.6831,-1.0612,-0.5452,-0.4912,-0.6308
158,Oenothera parviflora,Oenothera,Onagraceae,Myrtales,-0.3836,-0.0589,0.1331,0.001,-0.3695,-1.1127,-0.8978,-0.8059,-0.8403
159,Oenothera biennis,Oenothera,Onagraceae,Myrtales,1.0701,-0.06,0.2361,0.0876,-0.5071,-1.1768,-0.4436,-0.4432,-0.6345
160,Chamaenerion angustifolium,Chamaenerion,Onagraceae,Myrtales,0.8398,1.1242,0.1706,-0.0099,-1.3627,-0.9753,0.7185,0.5611,-0.0366
161,Epilobium ciliatum,Epilobium,Onagraceae,Myrtales,0.0226,0.6774,-1.2446,-0.0627,-1.336,-1.35,-1.0969,-0.9468,-0.9238
162,Epilobium leptophyllum,Epilobium,Onagraceae,Myrtales,0.138,0.6484,-1.0654,0.1883,-0.9845,-1.2544,-0.9331,-0.83,-0.8241
163,Celastrus scandens,Celastrus,Celastraceae,Celastrales,0.7511,0.3313,-1.4013,-0.2508,1.2839,-0.6699,-0.3027,-0.2504,-0.2382
164,Oxalis stricta,Oxalis,Oxalidaceae,Oxalidales,-0.315,1.6545,-2.1242,-0.8097,-0.8217,-1.3596,-1.1465,-0.9566,-0.9486
165,Hypericum majus,Hypericum,Hypericaceae,Malpighiales,-0.4368,-0.3614,-0.0295,-0.1402,-2.257,-0.2009,-0.2816,-0.0524,0.0022
166,Euphorbia geyeri,Euphorbia,Euphorbiaceae,Malpighiales,-0.7858,-0.395,0.7473,-0.3889,-0.1616,0.5704,1.4896,2.0251,1.3437
167,Euphorbia corollata,Euphorbia,Euphorbiaceae,Malpighiales,-0.8905,-1.1549,0.7987,-0.6157,0.5996,0.7114,1.7635,2.3096,1.514
168,Euphorbia glyptosperma,Euphorbia,Euphorbiaceae,Malpighiales,-0.8157,0.287,0.8604,-0.5577,-0.8324,0.365,1.3332,1.8517,1.2043
169,Viola macloskeyi,Viola,Violaceae,Malpighiales,-1.1374,-0.9273,-1.8545,-1.3122,-0.4427,-0.9198,-0.969,-0.8847,-0.7602
170,Viola palustris,Viola,Violaceae,Malpighiales,0.297,-0.7062,-1.416,-1.6332,-0.2227,-1.3144,-0.9492,-0.8522,-0.8478
171,Viola pedatifida,Viola,Violaceae,Malpighiales,0.3933,-0.8411,0.4067,-1.0077,-0.2884,-0.9174,-0.264,-0.1989,-0.401
172,Viola selkirkii,Viola,Violaceae,Malpighiales,-0.3087,-1.0264,-0.6226,-1.6098,-0.46,-1.0693,-0.7161,-0.6807,-0.72
173,Viola sagittata,Viola,Violaceae,Malpighiales,-0.3235,-1.6152,0.3047,-1.4928,-0.3789,-0.8957,-0.2656,-0.3118,-0.5332
174,Viola pedata,Viola,Violaceae,Malpighiales,-0.0711,-0.9572,-0.5877,-1.1714,-0.1143,-0.9239,-0.5678,-0.5023,-0.5607
175,Populus grandidentata,Populus,Salicaceae,Malpighiales,0.9842,0.5689,0.0054,2.2476,-1.0073,0.4742,0.9969,1.5465,1.2406
176,Populus tremuloides,Populus,Salicaceae,Malpighiales,0.807,0.1771,0.6165,2.2623,-1.0814,0.2442,0.7367,1.2049,0.9541
