"","OriginalNames","AccN","Species","file","OldSpecies"
"839","MG223484 Solanum dulcamara","MG223484","Solanum_dulcamara","rbcL.fasta","Solanum_dulcamara"
"840","MW628908 Solanum nigrum","MW628908","Solanum_nigrum","rbcL.fasta","Solanum_nigrum"
"841","MG224362 Solidago altissima","MG224362","Solidago_altissima","rbcL.fasta","Solidago_altissima"
"842","KJ841578 Solidago canadensis","KJ841578","Solidago_canadensis","rbcL.fasta","Solidago_canadensis"
"843","MK526701 Solidago gigantea","MK526701","Solidago_gigantea","rbcL.fasta","Solidago_gigantea"
"844","KP643801 Solidago juncea","KP643801","Solidago_juncea","rbcL.fasta","Solidago_juncea"
"845","MG223608 Solidago missouriensis","MG223608","Solidago_missouriensis","rbcL.fasta","Solidago_missouriensis"
"846","MK526705 Solidago nemoralis","MK526705","Solidago_nemoralis","rbcL.fasta","Solidago_nemoralis"
"847","MG224176 Solidago rigida","MG224176","Solidago_rigida","rbcL.fasta","Solidago_rigida"
"848","MG223161 Solidago speciosa","MG223161","Solidago_speciosa","rbcL.fasta","Solidago_speciosa"
"849","MT930567 Sonchus arvensis","MT930567","Sonchus_arvensis","rbcL.fasta","Sonchus_arvensis"
"850","KX397969 Sorghastrum nutans","KX397969","Sorghastrum_nutans","rbcL.fasta","Sorghastrum_nutans"
"851","MF597044 Sporobolus michauxianus","MF597044","Sporobolus_michauxianus","rbcL.fasta","Sporobolus_michauxianus"
"852","MK526738 Spiraea alba","MK526738","Spiraea_alba","rbcL.fasta","Spiraea_alba"
"853","KM212159 Spiraea tomentosa","KM212159","Spiraea_tomentosa","rbcL.fasta","Spiraea_tomentosa"
"854","MF597049 Sporobolus cryptandrus","MF597049","Sporobolus_cryptandrus","rbcL.fasta","Sporobolus_cryptandrus"
"855","MG227998 Sporobolus heterolepis","MG227998","Sporobolus_heterolepis","rbcL.fasta","Sporobolus_heterolepis"
"856","MK526751 Stachys palustris","MK526751","Stachys_palustris","rbcL.fasta","Stachys_palustris"
"857","MK526752 Stachys tenuifolia","MK526752","Stachys_tenuifolia","rbcL.fasta","Stachys_tenuifolia"
"858","MK526757 Stellaria longifolia","MK526757","Stellaria_longifolia","rbcL.fasta","Stellaria_longifolia"
"859","MT931037 Stellaria media","MT931037","Stellaria_media","rbcL.fasta","Stellaria_media"
"860","MF596832 Hesperostipa comata","MF596832","Hesperostipa_comata","rbcL.fasta","Hesperostipa_comata"
"861","MF596834 Hesperostipa spartea","MF596834","Hesperostipa_spartea","rbcL.fasta","Hesperostipa_spartea"
"862","MG225911 Streptopus lanceolatus","MG225911","Streptopus_lanceolatus","rbcL.fasta","Streptopus_lanceolatus"
"863","MG246541 Strophostyles leiosperma","MG246541","Strophostyles_leiosperma","rbcL.fasta","Strophostyles_leiosperma"
"864","MK526767 Symphoricarpos occidentalis","MK526767","Symphoricarpos_occidentalis","rbcL.fasta","Symphoricarpos_occidentalis"
"865","MK526798 Thalictrum dasycarpum","MK526798","Thalictrum_dasycarpum","rbcL.fasta","Thalictrum_dasycarpum"
"866","KP643863 Thalictrum dioicum","KP643863","Thalictrum_dioicum","rbcL.fasta","Thalictrum_dioicum"
"867","MK526813 Tradescantia bracteata","MK526813","Tradescantia_bracteata","rbcL.fasta","Tradescantia_bracteata"
"868","MG227849 Tradescantia occidentalis","MG227849","Tradescantia_occidentalis","rbcL.fasta","Tradescantia_occidentalis"
"869","MG249092 Triadenum fraseri","MG249092","Triadenum_fraseri","rbcL.fasta","Triadenum_fraseri"
"870","MK526825 Trifolium arvense","MK526825","Trifolium_arvense","rbcL.fasta","Trifolium_arvense"
"871","MK526828 Trifolium hybridum","MK526828","Trifolium_hybridum","rbcL.fasta","Trifolium_hybridum"
"872","MN954321 Trifolium pratense","MN954321","Trifolium_pratense","rbcL.fasta","Trifolium_pratense"
"873","OQ391874 Trifolium repens","OQ391874","Trifolium_repens","rbcL.fasta","Trifolium_repens"
"874","KY626905 Typha latifolia","KY626905","Typha_latifolia","rbcL.fasta","Typha_latifolia"
"875","MG249678 Ulmus americana","MG249678","Ulmus_americana","rbcL.fasta","Ulmus_americana"
"876","MW011026 Urtica dioica","MW011026","Urtica_dioica","rbcL.fasta","Urtica_dioica"
"877","MG227047 Uvularia sessilifolia","MG227047","Uvularia_sessilifolia","rbcL.fasta","Uvularia_sessilifolia"
"878","MG224408 Vaccinium angustifolium","MG224408","Vaccinium_angustifolium","rbcL.fasta","Vaccinium_angustifolium"
"879","MG222494 Vaccinium myrtilloides","MG222494","Vaccinium_myrtilloides","rbcL.fasta","Vaccinium_myrtilloides"
"880","MK954380 Verbascum thapsus","MK954380","Verbascum_thapsus","rbcL.fasta","Verbascum_thapsus"
"881","MG222795 Verbena bracteata","MG222795","Verbena_bracteata","rbcL.fasta","Verbena_bracteata"
"882","MG224520 Verbena hastata","MG224520","Verbena_hastata","rbcL.fasta","Verbena_hastata"
"883","HQ590319 Verbena stricta","HQ590319","Verbena_stricta","rbcL.fasta","Verbena_stricta"
"884","MG222659 Vernonia fasciculata","MG222659","Vernonia_fasciculata","rbcL.fasta","Vernonia_fasciculata"
"885","MG224100 Veronicastrum virginicum","MG224100","Veronicastrum_virginicum","rbcL.fasta","Veronicastrum_virginicum"
"886","HQ590326 Viburnum lentago","HQ590326","Viburnum_lentago","rbcL.fasta","Viburnum_lentago"
"887","MW373047 Vicia sativa","MW373047","Vicia_sativa","rbcL.fasta","Vicia_sativa"
"888","MW373001 Vicia villosa","MW373001","Vicia_villosa","rbcL.fasta","Vicia_villosa"
"889","MG248579 Viola macloskeyi","MG248579","Viola_macloskeyi","rbcL.fasta","Viola_macloskeyi"
"890","MG248391 Viola palustris","MG248391","Viola_palustris","rbcL.fasta","Viola_palustris"
"891","MG249056 Viola pedata","MG249056","Viola_pedata","rbcL.fasta","Viola_pedata"
"892","MG246943 Viola pedatifida","MG246943","Viola_pedatifida","rbcL.fasta","Viola_pedatifida"
"893","MT937081 Viola selkirkii","MT937081","Viola_selkirkii","rbcL.fasta","Viola_selkirkii"
"894","MG248730 Zanthoxylum americanum","MG248730","Zanthoxylum_americanum","rbcL.fasta","Zanthoxylum_americanum"
"895","MK526885 Zizia aptera","MK526885","Zizia_aptera","rbcL.fasta","Zizia_aptera"
"896","MG223980 Zizia aurea","MG223980","Zizia_aurea","rbcL.fasta","Zizia_aurea"
"897","MG248606 Amelanchier interior","MG248606","Amelanchier_interior","rbcL.fasta","Amelanchier_interior"
"898","MK925212 Artemisia campestris","MK925212","Artemisia_campestris","rbcL.fasta","Artemisia_campestris"
"899","MK525318 Bouteloua hirsuta","MK525318","Bouteloua_hirsuta","rbcL.fasta","Bouteloua_hirsuta"
"900","MK525564 Cirsium altissimum","MK525564","Cirsium_altissimum","rbcL.fasta","Cirsium_altissimum"
"901","MG248023 Crocanthemum bicknellii","MG248023","Crocanthemum_bicknellii","rbcL.fasta","Crocanthemum_bicknellii"
"902","KJ841274 Dichanthelium linearifolium","KJ841274","Dichanthelium_linearifolium","rbcL.fasta","Dichanthelium_linearifolium"
"903","MK525800 Erigeron philadelphicus","MK525800","Erigeron_philadelphicus","rbcL.fasta","Erigeron_philadelphicus"
"904","KY627537 Euphorbia maculata","KY627537","Euphorbia_maculata","rbcL.fasta","Euphorbia_maculata"
"905","KP643878 Galium concinnum","KP643878","Galium_concinnum","rbcL.fasta","Galium_concinnum"
"906","MG223213 Galium obtusum","MG223213","Galium_obtusum","rbcL.fasta","Galium_obtusum"
"907","KP643929 Hackelia virginiana","KP643929","Hackelia_virginiana","rbcL.fasta","Hackelia_virginiana"
"908","MT931452 Melilotus albus","MT931452","Melilotus_albus","rbcL.fasta","Melilotus_albus"
"909","MG222528 Physalis heterophylla","MG222528","Physalis_heterophylla","rbcL.fasta","Physalis_heterophylla"
"910","MG223428 Plantago patagonica","MG223428","Plantago_patagonica","rbcL.fasta","Plantago_patagonica"
"911","OR381723 Taraxacum officinale","OR381723","Taraxacum_officinale","rbcL.fasta","Taraxacum_officinale"
"912","MK526816 Tragopogon dubius","MK526816","Tragopogon_dubius","rbcL.fasta","Tragopogon_dubius"
"913","MG248459 Vitis riparia","MG248459","Vitis_riparia","rbcL.fasta","Vitis_riparia"
"914","DQ146807 Agrostis scabra","DQ146807","Agrostis_scabra","trnK.fasta","Agrostis_scabra"
"915","MG685166 Amaranthus retroflexus","MG685166","Amaranthus_retroflexus","trnK.fasta","Amaranthus_retroflexus"
"916","JQ390932 Amelanchier alnifolia","JQ390932","Amelanchier_alnifolia","trnK.fasta","Amelanchier_alnifolia"
"917","JQ390945 Amelanchier laevis","JQ390945","Amelanchier_laevis","trnK.fasta","Amelanchier_laevis"
"918","AY582971 Amphicarpaea bracteata","AY582971","Amphicarpaea_bracteata","trnK.fasta","Amphicarpaea_bracteata"
"919","GU257980 Anemone quinquefolia","GU257980","Anemone_quinquefolia","trnK.fasta","Anemone_quinquefolia"
"920","KC290163 Aquilegia canadensis","KC290163","Aquilegia_canadensis","trnK.fasta","Aquilegia_canadensis"
"921","JQ390931 Aronia melanocarpa","JQ390931","Aronia_melanocarpa","trnK.fasta","Aronia_melanocarpa"
"922","KX955085 Astragalus canadensis","KX955085","Astragalus_canadensis","trnK.fasta","Astragalus_canadensis"
"923","HF558526 Bromus inermis","HF558526","Bromus_inermis","trnK.fasta","Bromus_inermis"
"924","HF558493 Bromus tectorum","HF558493","Bromus_tectorum","trnK.fasta","Bromus_tectorum"
"925","FR821320 Buchloe dactyloides","FR821320","Bouteloua_dactyloides","trnK.fasta","Buchloe_dactyloides"
"926","OL540198 Calamagrostis stricta","OL540198","Calamagrostis_stricta","trnK.fasta","Calamagrostis_stricta"
"927","LT706755 Campanula aparinoides","LT706755","Palustricodon_aparinoides","trnK.fasta","Campanula_aparinoides"
"928","LT706721 Campanula rotundifolia","LT706721","Campanula_rotundifolia","trnK.fasta","Campanula_rotundifolia"
"929","HG915858 Carex lasiocarpa","HG915858","Carex_lasiocarpa","trnK.fasta","Carex_lasiocarpa"
"930","HG915866 Carex oligosperma","HG915866","Carex_oligosperma","trnK.fasta","Carex_oligosperma"
"931","HE855665 Chenopodium album","HE855665","Chenopodium_album","trnK.fasta","Chenopodium_album"
"932","HE855634 Chenopodium hybridum","HE855634","Chenopodiastrum_hybridum","trnK.fasta","Chenopodium_hybridum"
"933","GU817606 Cirsium discolor","GU817606","Cirsium_discolor","trnK.fasta","Cirsium_discolor"
"934","MG603054 Comarum palustre","MG603054","Comarum_palustre","trnK.fasta","Comarum_palustre"
"935","OP881234 Digitaria sanguinalis","OP881234","Digitaria_sanguinalis","trnK.fasta","Digitaria_sanguinalis"
"936","KP175094 Doellingeria umbellata","KP175094","Doellingeria_umbellata","trnK.fasta","Doellingeria_umbellata"
"937","HF558527 Elymus repens","HF558527","Elymus_repens","trnK.fasta","Elymus_repens"
"938","KP682435 Chamerion angustifolium","KP682435","Chamaenerion_angustifolium","trnK.fasta","Chamerion_angustifolium"
"939","AF460049 Erechtites hieraciifolius","AF460049","Erechtites_hieraciifolius","trnK.fasta","Erechtites_hieraciifolius"
"940","KP175050 Erigeron annuus","KP175050","Erigeron_annuus","trnK.fasta","Erigeron_annuus"
"941","KP175124 Conyza canadensis","KP175124","Erigeron_canadensis","trnK.fasta","Conyza_canadensis"
"942","KP175079 Euthamia graminifolia","KP175079","Euthamia_graminifolia","trnK.fasta","Euthamia_graminifolia"
"943","HM445642 Gnaphalium uliginosum","HM445642","Gnaphalium_uliginosum","trnK.fasta","Gnaphalium_uliginosum"
"944","GU817633 Helenium autumnale","GU817633","Helenium_autumnale","trnK.fasta","Helenium_autumnale"
"945","KC118947 Iris versicolor","KC118947","Iris_versicolor","trnK.fasta","Iris_versicolor"
"946","AY988359 Juniperus communis","AY988359","Juniperus_communis","trnK.fasta","Juniperus_communis"
"947","GU817649 Lactuca canadensis","GU817649","Lactuca_canadensis","trnK.fasta","Lactuca_canadensis"
"948","AF295029 Larix laricina","AF295029","Larix_laricina","trnK.fasta","Larix_laricina"
"949","JN402876 Lespedeza capitata","JN402876","Lespedeza_capitata","trnK.fasta","Lespedeza_capitata"
"950","LC081321 Lolium multiflorum","LC081321","Lolium_multiflorum","trnK.fasta","Lolium_multiflorum"
"951","MW241883 Medicago lupulina","MW241883","Medicago_lupulina","trnK.fasta","Medicago_lupulina"
"952","MW241985 Medicago sativa","MW241985","Medicago_sativa","trnK.fasta","Medicago_sativa"
"953","MW241826 Melilotus officinalis","MW241826","Melilotus_officinalis","trnK.fasta","Melilotus_officinalis"
"954","FJ404854 Mollugo verticillata","FJ404854","Mollugo_verticillata","trnK.fasta","Mollugo_verticillata"
"955","AY943528 Monarda fistulosa","AY943528","Monarda_fistulosa","trnK.fasta","Monarda_fistulosa"
"956","HF558501 Dichanthelium acuminatum","HF558501","Dichanthelium_acuminatum","trnK.fasta","Dichanthelium_acuminatum"
"957","FR822188 Panicum miliaceum","FR822188","Panicum_miliaceum","trnK.fasta","Panicum_miliaceum"
"958","FR821331 Panicum virgatum","FR821331","Panicum_virgatum","trnK.fasta","Panicum_virgatum"
"959","JQ844151 Parthenocissus quinquefolia","JQ844151","Parthenocissus_quinquefolia","trnK.fasta","Parthenocissus_quinquefolia"
"960","HE574123 Cenchrus americanus","HE574123","Cenchrus_americanus","trnK.fasta","Cenchrus_americanus"
"961","EF178971 Penthorum sedoides","EF178971","Penthorum_sedoides","trnK.fasta","Penthorum_sedoides"
"962","LR606949 Phalaris arundinacea","LR606949","Phalaris_arundinacea","trnK.fasta","Phalaris_arundinacea"
"963","KU883573 Phleum pratense","KU883573","Phleum_pratense","trnK.fasta","Phleum_pratense"
"964","EU718056 Plantago lanceolata","EU718056","Plantago_lanceolata","trnK.fasta","Plantago_lanceolata"
"965","MG428543 Plantago major","MG428543","Plantago_major","trnK.fasta","Plantago_major"
"966","DQ389139 Poa palustris","DQ389139","Poa_palustris","trnK.fasta","Poa_palustris"
"967","HQ286364 Poa pratensis","HQ286364","Poa_pratensis","trnK.fasta","Poa_pratensis"
"968","KJ745682 Polygonatum biflorum","KJ745682","Polygonatum_biflorum","trnK.fasta","Polygonatum_biflorum"
"969","AY875349 Portulaca oleracea","AY875349","Portulaca_oleracea","trnK.fasta","Portulaca_oleracea"
"970","AY042464 Quercus alba","AY042464","Quercus_alba","trnK.fasta","Quercus_alba"
"971","LM652874 Quercus ellipsoidalis","LM652874","Quercus_ellipsoidalis","trnK.fasta","Quercus_ellipsoidalis"
"972","HE611284 Quercus macrocarpa","HE611284","Quercus_macrocarpa","trnK.fasta","Quercus_macrocarpa"
"973","LT718183 Quercus petraea","LT718183","Quercus_petraea","trnK.fasta","Quercus_petraea"
"974","AF142728 Robinia pseudoacacia","AF142728","Robinia_pseudoacacia","trnK.fasta","Robinia_pseudoacacia"
"975","OM927407 Rumex acetosella","OM927407","Rumex_acetosella","trnK.fasta","Rumex_acetosella"
"976","HQ456467 Sagittaria latifolia","HQ456467","Sagittaria_latifolia","trnK.fasta","Sagittaria_latifolia"
"977","HE820973 Salix bebbiana","HE820973","Salix_bebbiana","trnK.fasta","Salix_bebbiana"
"978","OK020243 Schizachne purpurascens","OK020243","Schizachne_purpurascens","trnK.fasta","Schizachne_purpurascens"
"979","HE586094 Schizachyrium scoparium","HE586094","Schizachyrium_scoparium","trnK.fasta","Schizachyrium_scoparium"
"980","KM487285 Secale vavilovii","KM487285","Secale_vavilovii","trnK.fasta","Secale_vavilovii"
"981","EU013184 Secale cereale","EU013184","Secale_cereale","trnK.fasta","Secale_cereale"
"982","AF460082 Packera aurea","AF460082","Packera_aurea","trnK.fasta","Packera_aurea"
"983","HE574137 Setaria italica","HE574137","Setaria_italica","trnK.fasta","Setaria_italica"
"984","FR821326 Sorghastrum nutans","FR821326","Sorghastrum_nutans","trnK.fasta","Sorghastrum_nutans"
"985","HF558529 Sporobolus cryptandrus","HF558529","Sporobolus_cryptandrus","trnK.fasta","Sporobolus_cryptandrus"
"986","JQ844147 Stellaria media","JQ844147","Stellaria_media","trnK.fasta","Stellaria_media"
"987","EU204827 Hesperostipa comata","EU204827","Hesperostipa_comata","trnK.fasta","Hesperostipa_comata"
"988","AY509946 Strophostyles leiosperma","AY509946","Strophostyles_leiosperma","trnK.fasta","Strophostyles_leiosperma"
"989","FJ745411 Symphoricarpos occidentalis","FJ745411","Symphoricarpos_occidentalis","trnK.fasta","Symphoricarpos_occidentalis"
"990","GU817588 Symphyotrichum novae-angliae","GU817588","Symphyotrichum_novae-angliae","trnK.fasta","Symphyotrichum_novae-angliae"
"991","AM114723 Typha angustifolia","AM114723","Typha_angustifolia","trnK.fasta","Typha_angustifolia"
"992","AF466247 Ulmus pumila","AF466247","Ulmus_pumila","trnK.fasta","Ulmus_pumila"
"993","GU266585 Urtica dioica","GU266585","Urtica_dioica","trnK.fasta","Urtica_dioica"
"994","AY265182 Viburnum lentago","AY265182","Viburnum_lentago","trnK.fasta","Viburnum_lentago"
"995","GU815495 Vitis vulpina","GU815495","Vitis_vulpina","trnK.fasta","Vitis_vulpina"
"996","KP175072 Erigeron philadelphicus","KP175072","Erigeron_philadelphicus","trnK.fasta","Erigeron_philadelphicus"
"997","EU659800 Euphorbia maculata","EU659800","Euphorbia_maculata","trnK.fasta","Euphorbia_maculata"
"998","MK791424 Koeleria pyramidata","MK791424","Koeleria_pyramidata","trnK.fasta","Koeleria_pyramidata"
"999","MW241847 Melilotus albus","MW241847","Melilotus_albus","trnK.fasta","Melilotus_albus"
"1000","HQ385438 Vitis riparia","HQ385438","Vitis_riparia","trnK.fasta","Vitis_riparia"
"1001","MT273720 Acer negundo","MT273720","Acer_negundo","trnL.fasta","Acer_negundo"
"1002","MK800982 Achillea millefolium","MK800982","Achillea_millefolium","trnL.fasta","Achillea_millefolium"
"1003","AY506626 Agastache foeniculum","AY506626","Agastache_foeniculum","trnL.fasta","Agastache_foeniculum"
"1004","KP210964 Elymus repens","KP210964","Elymus_repens","trnL.fasta","Elymus_repens"
"1005","HM590233 Pascopyrum smithii","HM590233","Elymus_smithii","trnL.fasta","Pascopyrum_smithii"
"1006","JF262641 Allium cernuum","JF262641","Allium_cernuum","trnL.fasta","Allium_cernuum"
"1007","JF262640 Allium stellatum","JF262640","Allium_stellatum","trnL.fasta","Allium_stellatum"
"1008","KY313861 Amaranthus retroflexus","KY313861","Amaranthus_retroflexus","trnL.fasta","Amaranthus_retroflexus"
"1009","KY313896 Ambrosia artemisiifolia","KY313896","Ambrosia_artemisiifolia","trnL.fasta","Ambrosia_artemisiifolia"
"1010","MG709447 Ambrosia psilostachya","MG709447","Ambrosia_psilostachya","trnL.fasta","Ambrosia_psilostachya"
"1011","KY799090 Amelanchier alnifolia","KY799090","Amelanchier_alnifolia","trnL.fasta","Amelanchier_alnifolia"
"1012","MF153990 Amorpha canescens","MF153990","Amorpha_canescens","trnL.fasta","Amorpha_canescens"
"1013","AF214308 Apocynum androsaemifolium","AF214308","Apocynum_androsaemifolium","trnL.fasta","Apocynum_androsaemifolium"
"1014","EF456131 Apocynum cannabinum","EF456131","Apocynum_cannabinum","trnL.fasta","Apocynum_cannabinum"
"1015","OP763346 Boechera divaricarpa","OP763346","Boechera_divaricarpa","trnL.fasta","Boechera_divaricarpa"
"1016","KF547706 Turritis glabra","KF547706","Turritis_glabra","trnL.fasta","Turritis_glabra"
"1017","KF547860 Arabis hirsuta","KF547860","Arabis_hirsuta","trnL.fasta","Arabis_hirsuta"
"1018","AF382157 Aralia nudicaulis","AF382157","Aralia_nudicaulis","trnL.fasta","Aralia_nudicaulis"
"1019","GQ245135 Moehringia lateriflora","GQ245135","Moehringia_lateriflora","trnL.fasta","Moehringia_lateriflora"
"1020","MN524905 Aronia melanocarpa","MN524905","Aronia_melanocarpa","trnL.fasta","Aronia_melanocarpa"
"1021","HM590244 Artemisia ludoviciana","HM590244","Artemisia_ludoviciana","trnL.fasta","Artemisia_ludoviciana"
"1022","EF456111 Asclepias syriaca","EF456111","Asclepias_syriaca","trnL.fasta","Asclepias_syriaca"
"1023","AF214312 Asclepias tuberosa","AF214312","Asclepias_tuberosa","trnL.fasta","Asclepias_tuberosa"
"1024","KJ746406 Asparagus officinalis","KJ746406","Asparagus_officinalis","trnL.fasta","Asparagus_officinalis"
"1025","KP175208 Symphyotrichum lanceolatum","KP175208","Symphyotrichum_lanceolatum","trnL.fasta","Symphyotrichum_lanceolatum"
"1026","GU817970 Symphyotrichum novae-angliae","GU817970","Symphyotrichum_novae-angliae","trnL.fasta","Symphyotrichum_novae-angliae"
"1027","KP175164 Doellingeria umbellata","KP175164","Doellingeria_umbellata","trnL.fasta","Doellingeria_umbellata"
"1028","AF126981 Astragalus canadensis","AF126981","Astragalus_canadensis","trnL.fasta","Astragalus_canadensis"
"1029","AF198119 Barbarea vulgaris","AF198119","Barbarea_vulgaris","trnL.fasta","Barbarea_vulgaris"
"1030","KJ746425 Berteroa incana","KJ746425","Berteroa_incana","trnL.fasta","Berteroa_incana"
"1031","KF418987 Betula alleghaniensis","KF418987","Betula_alleghaniensis","trnL.fasta","Betula_alleghaniensis"
"1032","MT150084 Bidens cernua","MT150084","Bidens_cernua","trnL.fasta","Bidens_cernua"
"1033","EU047837 Bidens coronata","EU047837","Bidens_coronata","trnL.fasta","Bidens_coronata"
"1034","EU047835 Bidens comosa","EU047835","Bidens_tripartita","trnL.fasta","Bidens_comosa"
"1035","EF156674 Bouteloua aristidoides","EF156674","Bouteloua_aristidoides","trnL.fasta","Bouteloua_aristidoides"
"1036","AY367959 Bromus ciliatus","AY367959","Bromus_ciliatus","trnL.fasta","Bromus_ciliatus"
"1037","KX668091 Bromus inermis","KX668091","Bromus_inermis","trnL.fasta","Bromus_inermis"
"1038","MZ965253 Bromus tectorum","MZ965253","Bromus_tectorum","trnL.fasta","Bromus_tectorum"
"1039","EF156675 Bouteloua dactyloides","EF156675","Bouteloua_dactyloides","trnL.fasta","Bouteloua_dactyloides"
"1040","KF233873 Caltha palustris","KF233873","Caltha_palustris","trnL.fasta","Caltha_palustris"
"1041","EF088702 Campanula aparinoides","EF088702","Palustricodon_aparinoides","trnL.fasta","Campanula_aparinoides"
"1042","MT598955 Campanula rotundifolia","MT598955","Campanula_rotundifolia","trnL.fasta","Campanula_rotundifolia"
"1043","AY757488 Carex bicknellii","AY757488","Carex_bicknellii","trnL.fasta","Carex_bicknellii"
"1044","JX644733 Carex canescens","JX644733","Carex_canescens","trnL.fasta","Carex_canescens"
"1045","AY757477 Carex echinata","AY757477","Carex_echinata","trnL.fasta","Carex_echinata"
"1046","GQ244705 Carex chordorrhiza","GQ244705","Carex_chordorrhiza","trnL.fasta","Carex_chordorrhiza"
"1047","AY757502 Carex comosa","AY757502","Carex_comosa","trnL.fasta","Carex_comosa"
"1048","AY757473 Carex diandra","AY757473","Carex_diandra","trnL.fasta","Carex_diandra"
"1049","AY757489 Carex disperma","AY757489","Carex_disperma","trnL.fasta","Carex_disperma"
"1050","DQ998971 Carex gracillima","DQ998971","Carex_gracillima","trnL.fasta","Carex_gracillima"
"1051","AY757476 Carex interior","AY757476","Carex_interior","trnL.fasta","Carex_interior"
"1052","DQ998978 Carex lasiocarpa","DQ998978","Carex_lasiocarpa","trnL.fasta","Carex_lasiocarpa"
"1053","AY757468 Carex vulpinoidea","AY757468","Carex_vulpinoidea","trnL.fasta","Carex_vulpinoidea"
"1054","AY757505 Carex oligosperma","AY757505","Carex_oligosperma","trnL.fasta","Carex_oligosperma"
"1055","HM590262 Carex pensylvanica","HM590262","Carex_pensylvanica","trnL.fasta","Carex_pensylvanica"
"1056","EU288448 Carex rostrata","EU288448","Carex_rostrata","trnL.fasta","Carex_rostrata"
"1057","KC539715 Ceanothus americanus","KC539715","Ceanothus_americanus","trnL.fasta","Ceanothus_americanus"
"1058","MN655949 Celastrus scandens","MN655949","Celastrus_scandens","trnL.fasta","Celastrus_scandens"
"1059","KT182410 Chamaedaphne calyculata","KT182410","Chamaedaphne_calyculata","trnL.fasta","Chamaedaphne_calyculata"
"1060","HM590267 Chenopodium leptophyllum","HM590267","Chenopodium_leptophyllum","trnL.fasta","Chenopodium_leptophyllum"
"1061","HM590268 Heterotheca villosa","HM590268","Heterotheca_villosa","trnL.fasta","Heterotheca_villosa"
"1062","GQ232712 Circaea lutetiana","GQ232712","Circaea_lutetiana","trnL.fasta","Circaea_lutetiana"
"1063","MN314882 Cirsium arvense","MN314882","Cirsium_arvense","trnL.fasta","Cirsium_arvense"
"1064","GU817988 Cirsium discolor","GU817988","Cirsium_discolor","trnL.fasta","Cirsium_discolor"
"1065","HM590270 Comandra pallida","HM590270","Comandra_umbellata","trnL.fasta","Comandra_pallida"
"1066","KY697420 Convolvulus arvensis","KY697420","Convolvulus_arvensis","trnL.fasta","Convolvulus_arvensis"
"1067","OM731618 Erigeron canadensis","OM731618","Erigeron_canadensis","trnL.fasta","Erigeron_canadensis"
"1068","EU047861 Coreopsis palmata","EU047861","Coreopsis_palmata","trnL.fasta","Coreopsis_palmata"
"1069","MK608965 Cornus alternifolia","MK608965","Cornus_alternifolia","trnL.fasta","Cornus_alternifolia"
"1070","GQ244824 Cornus sericea","GQ244824","Cornus_sericea","trnL.fasta","Cornus_sericea"
"1071","AY211417 Corylus americana","AY211417","Corylus_americana","trnL.fasta","Corylus_americana"
"1072","AH007236 Crepis tectorum","AH007236","Crepis_tectorum","trnL.fasta","Crepis_tectorum"
"1073","DQ890458 Danthonia spicata","DQ890458","Danthonia_spicata","trnL.fasta","Danthonia_spicata"
"1074","EU717294 Desmodium glutinosum","EU717294","Hylodesmum_glutinosum","trnL.fasta","Desmodium_glutinosum"
"1075","JQ041837 Digitaria ischaemum","JQ041837","Digitaria_ischaemum","trnL.fasta","Digitaria_ischaemum"
"1076","GQ869951 Digitaria sanguinalis","GQ869951","Digitaria_sanguinalis","trnL.fasta","Digitaria_sanguinalis"
"1077","DQ999002 Dulichium arundinaceum","DQ999002","Dulichium_arundinaceum","trnL.fasta","Dulichium_arundinaceum"
"1078","HM590234 Elymus trachycaulus","HM590234","Elymus_violaceus","trnL.fasta","Elymus_trachycaulus"
"1079","EF416725 Epilobium ciliatum","EF416725","Epilobium_ciliatum","trnL.fasta","Epilobium_ciliatum"
"1080","AF460137 Erechtites hieraciifolius","AF460137","Erechtites_hieraciifolius","trnL.fasta","Erechtites_hieraciifolius"
"1081","KP175175 Euthamia graminifolia","KP175175","Euthamia_graminifolia","trnL.fasta","Euthamia_graminifolia"
"1082","LR218036 Festuca ovina","LR218036","Festuca_ovina","trnL.fasta","Festuca_ovina"
"1083","LR218029 Festuca guestfalica","LR218029","Festuca_guestfalica","trnL.fasta","Festuca_guestfalica"
"1084","EF592974 Festuca guestphalica","EF592974","Festuca_guestphalica","trnL.fasta","Festuca_guestphalica"
"1085","LR217976 Festuca rubra","LR217976","Festuca_rubra","trnL.fasta","Festuca_rubra"
"1086","KF718323 Fragaria vesca","KF718323","Fragaria_vesca","trnL.fasta","Fragaria_vesca"
"1087","AF163553 Fragaria virginiana","AF163553","Fragaria_virginiana","trnL.fasta","Fragaria_virginiana"
"1088","EU284158 Fraxinus nigra","EU284158","Fraxinus_nigra","trnL.fasta","Fraxinus_nigra"
"1089","EU284159 Fraxinus pennsylvanica","EU284159","Fraxinus_pennsylvanica","trnL.fasta","Fraxinus_pennsylvanica"
"1090","GQ383573 Seemannia sylvatica","GQ383573","Seemannia_sylvatica","trnL.fasta","Seemannia_sylvatica"
"1091","KX668043 Galium aparine","KX668043","Galium_aparine","trnL.fasta","Galium_aparine"
"1092","HM590290 Galium boreale","HM590290","Galium_boreale","trnL.fasta","Galium_boreale"
"1093","GQ244992 Galium trifidum","GQ244992","Galium_trifidum","trnL.fasta","Galium_trifidum"
