node,taxonomy_tips,backbone_tips,simulated_tips,backbone_monophyletic,simulated_monophyletic,backbone_birth,simulated_birth,backbone_death,simulated_death,warnings
Ranunculales,11,8,11,True,True,0.03486421095332057,0.03613567065932405,0.0,0.0,
Ranunculaceae,11,8,11,True,True,0.03486421095332057,0.03613567065932405,0.0,0.0,
Anemone,3,3,3,True,True,0.09683243725966187,0.09683243725966187,0.0,0.0,
Aquilegia,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Caltha,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Rhamnaceae,4,,,False,False,,,,,
Ceanothus,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Frangula,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Rhamnus,2,1,2,True,True,0.001000000001,0.008724396636275786,1.0000000010000002e-12,0.0,
Rosaceae,39,31,39,True,True,0.05381624707677219,0.03982425485206056,0.039954561464744874,0.02204555862044001,
Delphinium,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Pulsatilla,2,0,2,False,True,,0.02351195582855439,,0.0,
Ranunculus,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
Thalictrum,2,2,2,True,True,0.07277071443818799,0.07277071443818799,0.0,0.0,
Rosales,49,,,False,False,,,,,
Agrimonia,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
Amelanchier,7,,,False,False,,,,,
Aronia,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Comarum,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Drymocallis,2,1,2,True,True,0.001000000001,0.08174867067712262,1.0000000010000002e-12,0.0,
Fragaria,3,2,3,True,True,0.2523695647955599,0.293398823466364,0.0,0.0,
Malus,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Potentilla,5,4,5,True,True,0.013175744071880744,0.014241477885806679,0.0,0.0,
Prunus,6,5,6,True,True,0.037031386421073835,0.03612929117309515,0.0,0.0,
Rosa,3,3,3,True,True,0.9985930003579181,0.9985930003579181,0.0,0.0,
Rubus,7,6,7,True,True,0.015082167067589625,0.01477396709967637,0.0,0.0,
Spiraea,2,2,2,True,True,0.039555472683810086,0.039555472683810086,0.0,0.0,
Ulmaceae,3,2,3,True,True,0.07546307717452297,0.02371445462239737,0.0,0.0,
Ulmus,3,2,3,True,True,0.07546307717452297,0.02371445462239737,0.0,0.0,
Urticaceae,3,3,3,True,True,0.010970618908346021,0.010970618908346021,0.0,0.0,
Parietaria,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Pilea,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Urtica,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Santalales,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Santalaceae,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Comandra,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Sapindales,8,6,8,True,True,0.02199495826986192,0.019723132580109094,0.011829074371815069,0.010173180876705603,
Anacardiaceae,4,3,4,True,True,0.0479968882831309,0.057688080899298166,0.02020357912707245,0.03378652760402126,
Rhus,3,2,3,True,True,0.47508295352882157,0.1074916369671634,0.0,0.0,
Toxicodendron,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Rutaceae,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Zanthoxylum,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Sapindaceae,3,2,3,True,True,0.036431981397070816,0.04592737255270584,0.0,0.0,
Acer,3,2,3,True,True,0.036431981397070816,0.04592737255270584,0.0,0.0,
Saxifragales,5,,,False,False,,,,,
Grossulariaceae,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Ribes,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Penthoraceae,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Penthorum,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Saxifragaceae,3,2,3,True,True,0.014383276819539664,0.01922093839352749,0.0,0.0,
Solanaceae,8,7,8,True,True,0.07577057666389139,0.08211860942459433,0.0,0.008272007597203564,
Physalis,4,3,4,True,True,0.15002030227633031,0.1520464945273629,0.0,0.0,
Solanum,4,4,4,True,True,0.06134973277033624,0.06134973277033624,0.0,0.0,
Vitales,6,4,6,True,True,0.018746001893761834,0.01986567154274375,0.0,0.0,
Vitaceae,6,4,6,True,True,0.018746001893761834,0.01986567154274375,0.0,0.0,
Parthenocissus,4,,,False,False,,,,,
Vitis,2,2,2,True,True,0.009541299637785156,0.009541299637785156,0.0,0.0,
G,10,,,False,False,,,,,
Ginkgoopsida,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Ginkgoales,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Juniperus,3,2,3,True,True,0.0964331778159876,0.09930788348692948,0.0,0.0,
Pinaceae,6,4,6,True,True,0.027255245016429466,0.02938703123338117,0.0,0.0,
Larix,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Picea,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
Pinus,4,3,4,True,True,0.03461083871460043,0.03926067031746321,0.0,0.0,
Ginkgoaceae,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Ginkgo,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Pinopsida,9,6,9,True,True,0.02706345360704403,0.043201097915314096,0.026800449119421733,0.04320054836116175,
Pinales,9,6,9,True,True,0.02706345360704403,0.043201097915314096,0.026800449119421733,0.04320054836116175,
Cupressaceae,3,2,3,True,True,0.0964331778159876,0.09930788348692948,0.0,0.0,
Heuchera,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Micranthes,2,1,2,True,True,0.001000000001,0.12115387094982258,1.0000000010000002e-12,0.0,
Solanales,9,8,9,True,True,0.07529572964814715,0.08333697369377592,0.07529555690307388,0.08333647115984075,
Convolvulaceae,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Convolvulus,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
