taxon,birth,death,ccp,source
Leersia,0.09118821257806223,0.07567304079739891,0,from Poaceae (singleton)
Lolium,0.09118821257806223,0.07567304079739891,0,from Poaceae (singleton)
Miscanthus,0.09118821257806223,0.07567304079739891,0.0,from Poaceae (unsampled)
Muhlenbergia,0.09118821257806223,0.07567304079739891,0,from Poaceae (singleton)
Panicum,0.09118821257806223,0.07567304079739891,0.75,from Poaceae (crown capture probability)
Paspalum,0.09118821257806223,0.07567304079739891,0,from Poaceae (singleton)
Phalaris,0.09118821257806223,0.07567304079739891,0,from Poaceae (singleton)
Phleum,0.09118821257806223,0.07567304079739891,0,from Poaceae (singleton)
Poa,0.23738084728103342,0.2373669435225934,0.9,computed
Schizachne,0.09118821257806223,0.07567304079739891,0,from Poaceae (singleton)
Schizachyrium,0.09118821257806223,0.07567304079739891,0,from Poaceae (singleton)
Secale,0.09118821257806223,0.07567304079739891,1.0,from Poaceae (cherry)
Setaria,0.09118821257806223,0.07567304079739891,0.6666666666666667,from Poaceae (crown capture probability)
Sorghastrum,0.09118821257806223,0.07567304079739891,0,from Poaceae (singleton)
Sporobolus,0.09118821257806223,0.07567304079739891,0.0,from Poaceae (not monophyletic)
Trachypogon,0.09118821257806223,0.07567304079739891,0,from Poaceae (singleton)
Typhaceae,0.09118821257806223,0.07567304079739891,0.6666666666666667,from Poales (crown capture probability)
Typha,0.09118821257806223,0.07567304079739891,0.6666666666666667,from Typhaceae (crown capture probability)
Xyridaceae,0.09118821257806223,0.07567304079739891,0.0,from Poales (unsampled)
Xyris,0.09118821257806223,0.07567304079739891,0.0,from Xyridaceae (unsampled)
Magnoliopsida,0.09118821257806223,0.07567304079739891,0.0,from A (not monophyletic)
Apiales,0.037400201687650826,0.037400053748504365,0.84,computed
Apiaceae,0.037400201687650826,0.037400053748504365,0.75,from Apiales (crown capture probability)
Cicuta,0.037400201687650826,0.037400053748504365,0,from Apiaceae (singleton)
Heptaptera,0.037400201687650826,0.037400053748504365,0.0,from Apiaceae (unsampled)
Lichtensteinia,0.037400201687650826,0.037400053748504365,0.0,from Apiaceae (unsampled)
Zizia,0.037400201687650826,0.037400053748504365,1.0,from Apiaceae (cherry)
Araliaceae,0.037400201687650826,0.037400053748504365,0,from Apiales (singleton)
Aralia,0.037400201687650826,0.037400053748504365,0,from Araliaceae (singleton)
Aquifoliales,0.09118821257806223,0.07567304079739891,0.0,from Magnoliopsida (cherry)
Aquifoliaceae,0.09118821257806223,0.07567304079739891,0.0,from Aquifoliales (cherry)
Ilex,0.09118821257806223,0.07567304079739891,0.0,from Aquifoliaceae (cherry)
Asterales,0.09118821257806223,0.07567304079739891,0.0,from Magnoliopsida (not monophyletic)
Asteraceae,0.09118821257806223,0.07567304079739891,0.0,from Asterales (not monophyletic)
Achillea,0.09118821257806223,0.07567304079739891,0.0,from Asteraceae (cherry)
Ageratina,0.09118821257806223,0.07567304079739891,0.0,from Asteraceae (unsampled)
Ambrosia,0.09118821257806223,0.07567304079739891,1.0,from Asteraceae (cherry)
Antennaria,133.88083811026146,33.88083811026147,0.8333333333333334,computed
Artemisia,0.09118821257806223,0.07567304079739891,0.6666666666666667,from Asteraceae (crown capture probability)
Aster,0.09118821257806223,0.07567304079739891,0.0,from Asteraceae (unsampled)
Bidens,3.4881549750816907,3.4877064586037663,0.9,computed
Cirsium,0.23584076389143838,0.0,0.8333333333333334,computed
Coreopsis,0.09118821257806223,0.07567304079739891,0,from Asteraceae (singleton)
Crepis,0.09118821257806223,0.07567304079739891,0,from Asteraceae (singleton)
Doellingeria,0.09118821257806223,0.07567304079739891,0,from Asteraceae (singleton)
Echinacea,0.09118821257806223,0.07567304079739891,0.0,from Asteraceae (cherry)
Erechtites,0.09118821257806223,0.07567304079739891,0.0,from Asteraceae (cherry)
Erigeron,0.6236085006366741,0.6235721587820087,0.9,computed
Eupatorium,0.09118821257806223,0.07567304079739891,0,from Asteraceae (singleton)
Eurybia,0.09118821257806223,0.07567304079739891,0,from Asteraceae (singleton)
Euthamia,0.09118821257806223,0.07567304079739891,0,from Asteraceae (singleton)
Eutrochium,0.09118821257806223,0.07567304079739891,0.0,from Asteraceae (cherry)
Gamochaeta,0.09118821257806223,0.07567304079739891,0.0,from Asteraceae (cherry)
Gnaphalium,0.09118821257806223,0.07567304079739891,0.0,from Asteraceae (cherry)
Helenium,0.09118821257806223,0.07567304079739891,0,from Asteraceae (singleton)
Helianthus,0.09118821257806223,0.07567304079739891,0.75,from Asteraceae (crown capture probability)
Heliopsis,0.09118821257806223,0.07567304079739891,0,from Asteraceae (singleton)
Heterotheca,0.09118821257806223,0.07567304079739891,0,from Asteraceae (singleton)
Hieracium,0.09118821257806223,0.07567304079739891,0.5,from Asteraceae (crown capture probability)
Krigia,0.09118821257806223,0.07567304079739891,0,from Asteraceae (singleton)
Lactuca,0.21743634978973997,0.21741350568152448,0.8333333333333334,computed
Liatris,25.343715997334737,25.34364005199755,1.0,computed
Nabalus,0.09118821257806223,0.07567304079739891,1.0,from Asteraceae (cherry)
Packera,0.09118821257806223,0.07567304079739891,1.0,from Asteraceae (cherry)
Pilosella,0.09118821257806223,0.07567304079739891,0,from Asteraceae (singleton)
Ratibida,0.09118821257806223,0.07567304079739891,0,from Asteraceae (singleton)
Rudbeckia,0.09118821257806223,0.07567304079739891,0,from Asteraceae (singleton)
Senecio,0.09118821257806223,0.07567304079739891,0.0,from Asteraceae (unsampled)
Solidago,3.0644840067133616,0.0,0.9777777777777777,computed
Sonchus,0.09118821257806223,0.07567304079739891,0,from Asteraceae (singleton)
Symphyotrichum,0.09118821257806223,0.07567304079739891,0.0,from Asteraceae (not monophyletic)
Taraxacum,0.09118821257806223,0.07567304079739891,0.0,from Asteraceae (crown capture probability)
Tragopogon,0.09118821257806223,0.07567304079739891,0.0,from Asteraceae (cherry)
Vernonia,0.09118821257806223,0.07567304079739891,0,from Asteraceae (singleton)
Campanulaceae,0.09118821257806223,0.07567304079739891,0.0,from Asterales (not monophyletic)
Campanula,0.09118821257806223,0.07567304079739891,0,from Campanulaceae (singleton)
Lobelia,0.09118821257806223,0.07567304079739891,1.0,from Campanulaceae (cherry)
Palustricodon,0.09118821257806223,0.07567304079739891,0.0,from Campanulaceae (crown capture probability)
Boraginales,0.1314148845864046,0.13141485217311508,0.9333333333333333,computed
Boraginaceae,0.1314148845864046,0.13141485217311508,0.9333333333333333,computed
Hackelia,0.1314148845864046,0.13141485217311508,1.0,from Boraginaceae (cherry)
Lithospermum,0.2001832589227936,0.20018236632793576,0.8333333333333334,computed
Brassicales,0.056744752381182956,0.0,0.9333333333333333,computed
Brassicaceae,0.056744752381182956,0.0,0.9333333333333333,computed
Arabis,0.056744752381182956,0.0,0.0,from Brassicaceae (cherry)
Barbarea,0.056744752381182956,0.0,0,from Brassicaceae (singleton)
Berteroa,0.056744752381182956,0.0,0,from Brassicaceae (singleton)
Boechera,0.056744752381182956,0.0,0.0,from Brassicaceae (cherry)
Capsella,0.056744752381182956,0.0,0,from Brassicaceae (singleton)
Leavenworthia,0.056744752381182956,0.0,0.0,from Brassicaceae (unsampled)
Lepidium,0.056744752381182956,0.0,0.6666666666666667,from Brassicaceae (crown capture probability)
Sisymbrium,0.056744752381182956,0.0,0,from Brassicaceae (singleton)
Turritis,0.056744752381182956,0.0,0,from Brassicaceae (singleton)
Caryophyllales,0.09118821257806223,0.07567304079739891,0.0,from Magnoliopsida (not monophyletic)
Aizoaceae,0.09118821257806223,0.07567304079739891,0.0,from Caryophyllales (unsampled)
Roosia,0.09118821257806223,0.07567304079739891,0.0,from Aizoaceae (unsampled)
Amaranthaceae,0.09118821257806223,0.07567304079739891,0.0,from Caryophyllales (not monophyletic)
Amaranthus,0.09118821257806223,0.07567304079739891,0,from Amaranthaceae (singleton)
Chenopodiastrum,0.09118821257806223,0.07567304079739891,0.0,from Amaranthaceae (cherry)
Chenopodium,0.09118821257806223,0.07567304079739891,0.6666666666666667,from Amaranthaceae (crown capture probability)
Dysphania,0.09118821257806223,0.07567304079739891,0.0,from Amaranthaceae (cherry)
Salsola,0.09118821257806223,0.07567304079739891,0,from Amaranthaceae (singleton)
Cactaceae,0.09118821257806223,0.07567304079739891,0.0,from Caryophyllales (unsampled)
Deamia,0.09118821257806223,0.07567304079739891,0.0,from Cactaceae (unsampled)
Caryophyllaceae,0.01577626081736488,0.0,0.9333333333333333,computed
Moehringia,0.01577626081736488,0.0,0,from Caryophyllaceae (singleton)
Silene,0.01577626081736488,0.0,0.0,from Caryophyllaceae (not monophyletic)
Stellaria,0.01577626081736488,0.0,0.0,from Caryophyllaceae (not monophyletic)
Fabaceae,0.09118821257806223,0.07567304079739891,0,from Fabales (singleton)
Parogonum,0.07922008877273137,0.06449398434751978,0.0,from Polygonaceae (unsampled)
Amphicarpaea,0.09118821257806223,0.07567304079739891,0.0,from Fabaceae (cherry)
Astragalus,0.09118821257806223,0.07567304079739891,0,from Fabaceae (singleton)
Baptisia,0.09118821257806223,0.07567304079739891,0,from Fabaceae (singleton)
Chamaecrista,0.09118821257806223,0.07567304079739891,0,from Fabaceae (singleton)
Dalea,0.09118821257806223,0.07567304079739891,0.0,from Fabaceae (not monophyletic)
Desmodium,0.09118821257806223,0.07567304079739891,0,from Fabaceae (singleton)
Hylodesmum,0.09118821257806223,0.07567304079739891,0.0,from Fabaceae (cherry)
Lathyrus,0.09118821257806223,0.07567304079739891,1.0,from Fabaceae (cherry)
Lespedeza,0.09118821257806223,0.07567304079739891,0,from Fabaceae (singleton)
Lupinus,0.09118821257806223,0.07567304079739891,0.0,from Fabaceae (cherry)
Medicago,0.09118821257806223,0.07567304079739891,0.6666666666666667,from Fabaceae (crown capture probability)
Melilotus,0.09118821257806223,0.07567304079739891,0.6666666666666667,from Fabaceae (crown capture probability)
Petalostemum,0.09118821257806223,0.07567304079739891,0.0,from Fabaceae (unsampled)
Robinia,0.09118821257806223,0.07567304079739891,0,from Fabaceae (singleton)
Strophostyles,0.09118821257806223,0.07567304079739891,0,from Fabaceae (singleton)
Trifolium,0.08678643698363742,0.0,0.9,computed
Vicia,0.09118821257806223,0.07567304079739891,0.6666666666666667,from Fabaceae (crown capture probability)
Molluginaceae,0.09118821257806223,0.07567304079739891,0,from Caryophyllales (singleton)
Mollugo,0.09118821257806223,0.07567304079739891,0,from Molluginaceae (singleton)
Nyctaginaceae,0.09118821257806223,0.07567304079739891,0.6666666666666667,from Caryophyllales (crown capture probability)
Mirabilis,0.09118821257806223,0.07567304079739891,0.6666666666666667,from Nyctaginaceae (crown capture probability)
Polygonaceae,0.07922008877273137,0.06449398434751978,0.9642857142857143,computed
Fallopia,0.07922008877273137,0.06449398434751978,1.0,from Polygonaceae (cherry)
Persicaria,0.1475762185456659,0.14757408105377703,1.0,computed
Polygonella,0.07922008877273137,0.06449398434751978,0,from Polygonaceae (singleton)
Polygonum,0.07922008877273137,0.06449398434751978,0.0,from Polygonaceae (cherry)
Rumex,0.07922008877273137,0.06449398434751978,0.5555555555555556,from Polygonaceae (crown capture probability)
Portulacaceae,0.09118821257806223,0.07567304079739891,0,from Caryophyllales (singleton)
Portulaca,0.09118821257806223,0.07567304079739891,0,from Portulacaceae (singleton)
Celastrales,0.09118821257806223,0.07567304079739891,0,from Magnoliopsida (singleton)
Celastraceae,0.09118821257806223,0.07567304079739891,0,from Celastrales (singleton)
Celastrus,0.09118821257806223,0.07567304079739891,0,from Celastraceae (singleton)
Cornales,0.019650645805754163,0.0,0.8333333333333334,computed
Cornaceae,0.019650645805754163,0.0,0.8333333333333334,computed
Cornus,0.019650645805754163,0.0,0.8333333333333334,computed
Dipsacales,0.028547041144143106,0.028546991937021104,1.0,computed
Caprifoliaceae,0.0458823968721371,0.04588208565832629,1.0,computed
Lonicera,0.05125998683405308,0.051255225244935976,1.0,computed
Symphoricarpos,0.0458823968721371,0.04588208565832629,0,from Caprifoliaceae (singleton)
Viburnaceae,0.028547041144143106,0.028546991937021104,0,from Dipsacales (singleton)
Viburnum,0.028547041144143106,0.028546991937021104,0,from Viburnaceae (singleton)
Ericales,0.09118821257806223,0.07567304079739891,0.0,from Magnoliopsida (not monophyletic)
Balsaminaceae,0.09118821257806223,0.07567304079739891,0,from Ericales (singleton)
Impatiens,0.09118821257806223,0.07567304079739891,0,from Balsaminaceae (singleton)
Ericaceae,0.06041650856324492,0.060416196448472896,0.84,computed
Chamaedaphne,0.06041650856324492,0.060416196448472896,0,from Ericaceae (singleton)
Pyrola,0.06041650856324492,0.060416196448472896,0.0,from Ericaceae (cherry)
Vaccinium,0.06041650856324492,0.060416196448472896,0.6666666666666667,from Ericaceae (crown capture probability)
Polemoniaceae,0.09118821257806223,0.07567304079739891,0.6666666666666667,from Ericales (crown capture probability)
Phlox,0.09118821257806223,0.07567304079739891,0.6666666666666667,from Polemoniaceae (crown capture probability)
Primulaceae,0.09118821257806223,0.07567304079739891,0.0,from Ericales (not monophyletic)
Lysimachia,0.09118821257806223,0.07567304079739891,0.0,from Primulaceae (not monophyletic)
Fabales,0.09118821257806223,0.07567304079739891,0.0,from Magnoliopsida (not monophyletic)
Amorpha,0.09118821257806223,0.07567304079739891,0,from Fabaceae (singleton)
Polygalaceae,0.09118821257806223,0.07567304079739891,0.6666666666666667,from Fabales (crown capture probability)
Polygala,0.09118821257806223,0.07567304079739891,0.6666666666666667,from Polygalaceae (crown capture probability)
Fagales,0.037494919307927733,0.0365462677479826,0.9777777777777777,computed
Betulaceae,0.011990859112117258,0.0,1.0,computed
Alnus,0.011990859112117258,0.0,0,from Betulaceae (singleton)
Betula,0.015308297607249341,0.015308096176860497,1.0,computed
Corylus,0.011990859112117258,0.0,0,from Betulaceae (singleton)
Fagaceae,0.11837731230909372,0.1183745490751986,0.9,computed
Quercus,0.11837731230909372,0.1183745490751986,0.9,computed
Gentianales,0.20912689427707007,0.209126368122254,0.9735449735449735,computed
Apocynaceae,0.28703302641234396,0.2869899918104244,0.96,computed
Apocynum,0.28703302641234396,0.2869899918104244,1.0,from Apocynaceae (cherry)
Asclepias,0.32851661477438016,0.0,0.9642857142857143,computed
Gymnema,0.28703302641234396,0.2869899918104244,0.0,from Apocynaceae (unsampled)
Gentianaceae,0.20912689427707007,0.209126368122254,0,from Gentianales (singleton)
Gentiana,0.20912689427707007,0.209126368122254,0,from Gentianaceae (singleton)
Rubiaceae,0.18534863946116256,0.18534632422002761,0.9166666666666666,computed
Galium,0.18930373433189987,0.0,0.8928571428571429,computed
Houstonia,0.18534863946116256,0.18534632422002761,0,from Rubiaceae (singleton)
Geraniales,0.09118821257806223,0.07567304079739891,0,from Magnoliopsida (singleton)
Geraniaceae,0.09118821257806223,0.07567304079739891,0,from Geraniales (singleton)
Geranium,0.09118821257806223,0.07567304079739891,0,from Geraniaceae (singleton)
Lamiales,0.060766245789848725,0.028855083759676343,0.9888501742160278,computed
Gesneriaceae,0.060766245789848725,0.028855083759676343,0,from Lamiales (singleton)
Seemannia,0.060766245789848725,0.028855083759676343,0,from Gesneriaceae (singleton)
Lamiaceae,0.09033891196355273,0.04625156694841635,0.986159169550173,computed
Agastache,0.09033891196355273,0.04625156694841635,0,from Lamiaceae (singleton)
Glechoma,0.09033891196355273,0.04625156694841635,0,from Lamiaceae (singleton)
Hedeoma,0.09033891196355273,0.04625156694841635,0,from Lamiaceae (singleton)
Lycopus,0.09033891196355273,0.04625156694841635,0.6666666666666667,from Lamiaceae (crown capture probability)
Monarda,0.09033891196355273,0.04625156694841635,0.0,from Lamiaceae (not monophyletic)
Mosla,0.09033891196355273,0.04625156694841635,0,from Lamiaceae (singleton)
Nepeta,0.09033891196355273,0.04625156694841635,0,from Lamiaceae (singleton)
Prunella,0.09033891196355273,0.04625156694841635,0,from Lamiaceae (singleton)
Pycnanthemum,0.09033891196355273,0.04625156694841635,0,from Lamiaceae (singleton)
Scutellaria,0.26254829988724904,0.0,1.0,computed
Stachys,0.09033891196355273,0.04625156694841635,0.6666666666666667,from Lamiaceae (crown capture probability)
Lentibulariaceae,0.060766245789848725,0.028855083759676343,0.0,from Lamiales (unsampled)
Utricularia,0.060766245789848725,0.028855083759676343,0.0,from Lentibulariaceae (unsampled)
Oleaceae,0.06529203475283862,0.06529201545673644,1.0,computed
Fraxinus,0.06529203475283862,0.06529201545673644,1.0,computed
Orobanchaceae,0.060766245789848725,0.028855083759676343,0.0,from Lamiales (cherry)
Pedicularis,0.060766245789848725,0.028855083759676343,0.0,from Orobanchaceae (cherry)
Phrymaceae,0.060766245789848725,0.028855083759676343,0.0,from Lamiales (not monophyletic)
Mimulus,0.060766245789848725,0.028855083759676343,0,from Phrymaceae (singleton)
Phryma,0.060766245789848725,0.028855083759676343,0,from Phrymaceae (singleton)
Plantaginaceae,0.03406980040730975,0.0,0.9,computed
Linaria,0.03406980040730975,0.0,0,from Plantaginaceae (singleton)
Penstemon,0.03406980040730975,0.0,0.5,from Plantaginaceae (crown capture probability)
Plantago,0.028276320908546117,0.0,0.8333333333333334,computed
Veronicastrum,0.03406980040730975,0.0,0,from Plantaginaceae (singleton)
Scrophulariaceae,0.060766245789848725,0.028855083759676343,0,from Lamiales (singleton)
Verbascum,0.060766245789848725,0.028855083759676343,0,from Scrophulariaceae (singleton)
Verbenaceae,1.0000000282819324,1.0000000272819323,1.0,computed
Verbena,1.0000000282819324,1.0000000272819323,1.0,computed
Malpighiales,0.09118821257806223,0.07567304079739891,0.0,from Magnoliopsida (not monophyletic)
Euphorbiaceae,0.1314023445605212,0.13140123521494318,0.9,computed
Euphorbia,0.1314023445605212,0.13140123521494318,0.9,computed
Hypericaceae,0.09118821257806223,0.07567304079739891,0.0,from Malpighiales (not monophyletic)
Hypericum,0.09118821257806223,0.07567304079739891,0,from Hypericaceae (singleton)
Triadenum,0.09118821257806223,0.07567304079739891,0,from Hypericaceae (singleton)
Salicaceae,0.07234387154051122,0.05679840058870405,0.9871794871794872,computed
Populus,0.07234387154051122,0.05679840058870405,0.0,from Salicaceae (not monophyletic)
Salix,0.22050118156216114,0.08596536865598038,0.9722222222222222,computed
Violaceae,0.24610876761081613,0.2459580200948931,0.9523809523809523,computed
Viola,0.24610876761081613,0.2459580200948931,0.9523809523809523,computed
Malvales,0.09118821257806223,0.07567304079739891,0.6666666666666667,from Magnoliopsida (crown capture probability)
Cistaceae,0.09118821257806223,0.07567304079739891,0.6666666666666667,from Malvales (crown capture probability)
Crocanthemum,0.09118821257806223,0.07567304079739891,0.0,from Cistaceae (cherry)
Lechea,0.09118821257806223,0.07567304079739891,0,from Cistaceae (singleton)
Myrtales,0.09118821257806223,0.07567304079739891,0.0,from Magnoliopsida (not monophyletic)
Combretaceae,0.09118821257806223,0.07567304079739891,0.0,from Myrtales (unsampled)
Combretum,0.09118821257806223,0.07567304079739891,0.0,from Combretaceae (unsampled)
Onagraceae,0.09118821257806223,0.07567304079739891,0.0,from Myrtales (not monophyletic)
Chamaenerion,0.09118821257806223,0.07567304079739891,0,from Onagraceae (singleton)
Circaea,0.09118821257806223,0.07567304079739891,0,from Onagraceae (singleton)
Epilobium,0.09118821257806223,0.07567304079739891,0.6666666666666667,from Onagraceae (crown capture probability)
Ludwigia,0.09118821257806223,0.07567304079739891,0,from Onagraceae (singleton)
Oenothera,0.3145499358350741,0.31447072802249787,0.8333333333333334,computed
Oxalidales,0.09118821257806223,0.07567304079739891,0.0,from Magnoliopsida (cherry)
Oxalidaceae,0.09118821257806223,0.07567304079739891,0.0,from Oxalidales (cherry)
Oxalis,0.09118821257806223,0.07567304079739891,0.0,from Oxalidaceae (cherry)
Ranunculales,0.050285630804950146,0.028080201300760714,0.9333333333333333,computed
Ranunculaceae,0.050285630804950146,0.028080201300760714,0.9333333333333333,computed
Anemone,0.09330335677489687,0.09328550579027632,1.0,computed
Aquilegia,0.050285630804950146,0.028080201300760714,0,from Ranunculaceae (singleton)
Caltha,0.050285630804950146,0.028080201300760714,0,from Ranunculaceae (singleton)
Delphinium,0.050285630804950146,0.028080201300760714,0,from Ranunculaceae (singleton)
Pulsatilla,0.050285630804950146,0.028080201300760714,0.0,from Ranunculaceae (unsampled)
Ranunculus,0.050285630804950146,0.028080201300760714,0.0,from Ranunculaceae (unsampled)
Thalictrum,0.050285630804950146,0.028080201300760714,1.0,from Ranunculaceae (cherry)
Rosales,0.09118821257806223,0.07567304079739891,0.0,from Magnoliopsida (not monophyletic)
Rhamnaceae,0.09118821257806223,0.07567304079739891,0.0,from Rosales (not monophyletic)
Ceanothus,0.09118821257806223,0.07567304079739891,0,from Rhamnaceae (singleton)
Frangula,0.09118821257806223,0.07567304079739891,0,from Rhamnaceae (singleton)
Rhamnus,0.09118821257806223,0.07567304079739891,0.0,from Rhamnaceae (cherry)
Rosaceae,0.0607468320958746,0.04777261191471526,0.9868421052631579,computed
Agrimonia,0.0607468320958746,0.04777261191471526,0.0,from Rosaceae (unsampled)
Amelanchier,0.0607468320958746,0.04777261191471526,0.0,from Rosaceae (not monophyletic)
Aronia,0.0607468320958746,0.04777261191471526,0,from Rosaceae (singleton)
Comarum,0.0607468320958746,0.04777261191471526,0,from Rosaceae (singleton)
Drymocallis,0.0607468320958746,0.04777261191471526,0.0,from Rosaceae (cherry)
Fragaria,0.0607468320958746,0.04777261191471526,0.6666666666666667,from Rosaceae (crown capture probability)
Malus,0.0607468320958746,0.04777261191471526,0,from Rosaceae (singleton)
Potentilla,0.018546723470412627,0.018546710098535982,0.9,computed
Prunus,0.03537602201632732,0.0,0.9333333333333333,computed
Rosa,0.665848299037214,0.0,1.0,computed
Rubus,0.014548431997094963,0.0,0.9523809523809523,computed
Spiraea,0.0607468320958746,0.04777261191471526,1.0,from Rosaceae (cherry)
Ulmaceae,0.09118821257806223,0.07567304079739891,0.6666666666666667,from Rosales (crown capture probability)
Ulmus,0.09118821257806223,0.07567304079739891,0.6666666666666667,from Ulmaceae (crown capture probability)
Urticaceae,0.007374298120478318,0.0,1.0,computed
Parietaria,0.007374298120478318,0.0,0,from Urticaceae (singleton)
Pilea,0.007374298120478318,0.0,0,from Urticaceae (singleton)
Urtica,0.007374298120478318,0.0,0,from Urticaceae (singleton)
Santalales,0.09118821257806223,0.07567304079739891,0,from Magnoliopsida (singleton)
Santalaceae,0.09118821257806223,0.07567304079739891,0,from Santalales (singleton)
Comandra,0.09118821257806223,0.07567304079739891,0,from Santalaceae (singleton)
Sapindales,0.02780359351719789,0.026741331668170932,0.9183673469387755,computed
Anacardiaceae,0.05742205479081329,0.057422015596712346,0.8333333333333334,computed
Rhus,0.05742205479081329,0.057422015596712346,0.6666666666666667,from Anacardiaceae (crown capture probability)
Toxicodendron,0.05742205479081329,0.057422015596712346,0,from Anacardiaceae (singleton)
Rutaceae,0.02780359351719789,0.026741331668170932,0,from Sapindales (singleton)
