"Species","Ti","Acc","gene"
"Apocynum androsaemifolium","Apocynum androsaemifolium trnL gene, partial intron sequence; chloroplast gene for chloroplast product","AF214308","trnL"
"Apocynum cannabinum","Apocynum cannabinum isolate A36 tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast","EF456131","trnL"
"Boechera divaricarpa","Boechera divaricarpa isolate ES514 tRNA-Leu (trnL) gene, partial sequence; chloroplast","OP763346","trnL"
"Arabis x","Arabis x divaricarpa isolate cptype_CP chloroplast tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer region, complete sequence; and tRNA-Phe (trnF) gene, partial sequence","AY257787","trnL"
"Turritis glabra","Turritis glabra isolate RK024 tRNA-Leu (trnL) gene, intron; plastid","KF547706","trnL"
"Arabis glabra","Arabis glabra tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast","DQ180304","trnL"
"Arabis hirsuta","Arabis hirsuta isolate RK286 tRNA-Leu (trnL) gene, intron; plastid","KF547860","trnL"
"Aralia nudicaulis","Aralia nudicaulis chloroplast tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer region, partial sequence","AF382157","trnL"
"Moehringia lateriflora","Moehringia lateriflora tRNA-Leu (trnL) gene, partial sequence; chloroplast","GQ245135","trnL"
"Aristida tuberculosa","Aristida tuberculosa voucher Cerros 2325 RSA tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast","DQ172286","trnL"
"Aronia melanocarpa","Aronia melanocarpa isolate A-408 tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast","MN524905","trnL"
"Artemisia ludoviciana","Artemisia ludoviciana voucher USAS:Hiiesalu 11 tRNA-Leu (trnL) gene, partial sequence; chloroplast","HM590244","trnL"
"Asclepias syriaca","Asclepias syriaca isolate Asc75 tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast","EF456111","trnL"
"Asclepias tuberosa","Asclepias tuberosa trnL gene, partial intron sequence; chloroplast gene for chloroplast product","AF214312","trnL"
"Asparagus officinalis","Asparagus officinalis isolate xt_plant49 tRNA-Leu (trnL) gene, intron; chloroplast","KJ746406","trnL"
"Symphyotrichum ericoides","Symphyotrichum ericoides isolate CP13 tRNA-Leu (trnL) gene, partial sequence; chloroplast","KP208337","trnL"
"Symphyotrichum lanceolatum","Symphyotrichum lanceolatum isolate AH20 tRNA-Leu (trnL) gene, partial sequence; chloroplast","KP175208","trnL"
"Symphyotrichum novae-angliae","Symphyotrichum novae-angliae isolate 1208 tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; plastid","GU817970","trnL"
"Doellingeria umbellata","Doellingeria umbellata isolate DA15 tRNA-Leu (trnL) gene, partial sequence; chloroplast","KP175164","trnL"
"Astragalus canadensis","Astragalus canadensis var. brevidens chloroplast tRNA-Leu (trnL) gene, intron sequence","AF126981","trnL"
"Athyrium filix-femina","Athyrium filix-femina voucher Zhang XC 6980 tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast","MG183531","trnL"
"Barbarea vulgaris","Barbarea vulgaris chloroplast tRNA-Leu (trnL) gene, intron sequence","AF198119","trnL"
"Berteroa incana","Berteroa incana isolate xt_plant77 tRNA-Leu (trnL) gene, intron; chloroplast","KJ746425","trnL"
"Betula alleghaniensis","Betula alleghaniensis tRNA-Leu (trnL) gene, partial sequence; plastid","KF418987","trnL"
"Betula papyrifera","Betula papyrifera voucher CS78048 tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast","FJ012058","trnL"
"B.papyrifera chloroplast","B.papyrifera chloroplast trnL intron 1 sequence","X75697","trnL"
"Bidens cernua","Bidens cernua isolate cr_A1 tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast","MT150084","trnL"
"Bidens coronata","Bidens coronata tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast","EU047837","trnL"
"Bidens comosa","Bidens comosa tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast","EU047835","trnL"
"Bouteloua curtipendula","Bouteloua curtipendula isolate BOCU tRNA-Leu (trnL) gene, intron; chloroplast","MF598359","trnL"
"Bouteloua aristidoides","Bouteloua aristidoides var. aristidoides tRNA-Leu (trnL) gene, partial sequence; and trnL-trnF intergenic spacer, complete sequence; chloroplast","EF156674","trnL"
"Bromus ciliatus","Bromus ciliatus tRNA-Leu (trnL) gene, intron; plastid","AY367959","trnL"
"Bromus inermis","Bromus inermis tRNA-Leu (trnL) gene, partial sequence; chloroplast","KX668091","trnL"
"Bromus kalmii","Bromus kalmii trnT-trnL intergenic spacer, trnL gene, and trnL-trnF intergenic spacer, partial sequence; plastid","EU119360","trnL"
"Bromus tectorum","Bromus tectorum tRNA-Leu (trnL) gene, partial sequence; chloroplast","MZ965253","trnL"
"Bouteloua dactyloides","Bouteloua dactyloides tRNA-Leu (trnL) gene, partial sequence; and trnL-trnF intergenic spacer, complete sequence; chloroplast","EF156675","trnL"
"Calamagrostis canadensis","Calamagrostis canadensis subsp. langsdorffii voucher Talbot IGI008-02 (US) ribosomal protein L32 (rpL32) gene, partial cds; rpl32-trnL intergenic spacer, complete sequence; and tRNA-Leu (trnL) gene, partial sequence; chloroplast","OL539971","trnL"
"Calamagrostis stricta","Calamagrostis stricta subsp. inexpansa voucher Shetler 4543B & Shetler (US) ribosomal protein L32 (rpL32) gene, partial cds; rpl32-trnL intergenic spacer, complete sequence; and tRNA-Leu (trnL) gene, partial sequence; chloroplast","OL540074","trnL"
"Calamovilfa longifolia","Calamovilfa longifolia voucher Chase9261 K tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast","EF137559","trnL"
"Caltha palustris","Caltha palustris var. sibirica isolate X2010288 tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; plastid","KF233873","trnL"
"Campanula aparinoides","Campanula aparinoides isolate CR10 tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast","EF088702","trnL"
"Campanula rotundifolia","Campanula rotundifolia voucher FCO:33482 tRNA-Leu (trnL) gene, partial sequence; and trnL-trnF intergenic spacer, complete sequence; chloroplast","MT598955","trnL"
"Capsella bursa-pastoris","Capsella bursa-pastoris trnL gene, intron; chloroplast","KY697507","trnL"
"Carex bicknellii","Carex bicknellii tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast","AY757488","trnL"
"Carex canescens","Carex canescens tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast","JX644733","trnL"
"Carex echinata","Carex echinata tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast","AY757477","trnL"
"Carex chordorrhiza","Carex chordorrhiza tRNA-Leu (trnL) gene, partial sequence; chloroplast","GQ244705","trnL"
"Carex comosa","Carex comosa tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast","AY757502","trnL"
"Carex diandra","Carex diandra tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast","AY757473","trnL"
"Carex disperma","Carex disperma tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast","AY757489","trnL"
"Carex foenea","Carex foenea voucher B. Gilbert B53.1.4.1 (MTMG) tRNA-Leu (trnL) and tRNA-Phe (trnF) genes, partial sequence; chloroplast","KU496616","trnL"
"Carex gracillima","Carex gracillima tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence","DQ998971","trnL"
"Carex interior","Carex interior tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast","AY757476","trnL"
"Carex lasiocarpa","Carex lasiocarpa tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence","DQ998978","trnL"
"Carex vulpinoidea","Carex vulpinoidea tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast","AY757468","trnL"
"Carex oligosperma","Carex oligosperma tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast","AY757505","trnL"
"Carex pensylvanica","Carex pensylvanica voucher USAS:Hiiesalu 19 tRNA-Leu (trnL) gene, partial sequence; chloroplast","HM590262","trnL"
"Carex rostrata","Carex rostrata voucher CyG7835 tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast","EU288448","trnL"
"Ceanothus americanus","Ceanothus americanus voucher FLAS:J. R. Abbott 25351 tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast","KC539715","trnL"
"Celastrus scandens","Celastrus scandens voucher David Zaya 269 tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast","MN655949","trnL"
"Chamaedaphne calyculata","Chamaedaphne calyculata haplotype H1 trnL gene, intron; chloroplast","KT182410","trnL"
"Chenopodium album","Chenopodium album isolate CHAL tRNA-Leu (trnL) gene, intron; chloroplast","MF598361","trnL"
"Chenopodium leptophyllum","Chenopodium leptophyllum voucher USAS:Hiiesalu 22 tRNA-Leu (trnL) gene, partial sequence; chloroplast","HM590267","trnL"
"Heterotheca villosa","Heterotheca villosa voucher USAS:Hiiesalu 23 tRNA-Leu (trnL) gene, partial sequence; chloroplast","HM590268","trnL"
"Circaea lutetiana","Circaea lutetiana voucher Wen10352 tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast","GQ232712","trnL"
"Cirsium arvense","Cirsium arvense tRNA-Leu (trnL) gene, complete sequence; and trnL-trnF intergenic spacer, partial sequence; chloroplast","MN314882","trnL"
"Cirsium discolor","Cirsium discolor isolate 1156 tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; plastid","GU817988","trnL"
"Comandra pallida","Comandra pallida voucher USAS:Hiiesalu 24 tRNA-Leu (trnL) gene, partial sequence; chloroplast","HM590270","trnL"
"Convolvulus arvensis","Convolvulus arvensis tRNA-Leu (trnL) gene, partial sequence; chloroplast","KY697420","trnL"
"Erigeron canadensis","Erigeron canadensis isolate ET16b tRNA-Leu (trnL) gene, intron; chloroplast","OM731618","trnL"
"Conyza canadensis","Conyza canadensis voucher EC1 tRNA-Leu (trnL) gene, complete sequence; and trnL-trnF intergenic spacer, partial sequence; plastid","JQ041864","trnL"
"Coreopsis palmata","Coreopsis palmata tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast","EU047861","trnL"
"Cornus alternifolia","Cornus alternifolia isolate W4578 tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast","MK608965","trnL"
"Cornus sericea","Cornus sericea tRNA-Leu (trnL) gene, partial sequence; chloroplast","GQ244824","trnL"
"Corylus americana","Corylus americana chloroplast tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer region, complete sequence; and trnF gene, partial sequence","AY211417","trnL"
"Crepis tectorum","Crepis tectorum trnL gene, intron; chloroplast","AH007236","trnL"
"Danthonia spicata","Danthonia spicata tRNA-Leu (trnL) gene, intron; chloroplast","DQ890458","trnL"
"Desmodium canadense","Desmodium canadense tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast","KM098867","trnL"
"Hylodesmum glutinosum","Hylodesmum glutinosum tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast","KM098856","trnL"
"Desmodium glutinosum","Desmodium glutinosum isolate 160 tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast","EU717294","trnL"
"Digitaria ischaemum","Digitaria ischaemum voucher Disch2 tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; plastid","JQ041837","trnL"
"Digitaria sanguinalis","Digitaria sanguinalis tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast","GQ869951","trnL"
"Dryopteris cristata","Dryopteris cristata isolate EB880 tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast","HQ676525","trnL"
"Dryopteris carthusiana","Dryopteris carthusiana voucher Hornych 64-73 tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast","MK697579","trnL"
"Dulichium arundinaceum","Dulichium arundinaceum tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence","DQ999002","trnL"
"Elymus canadensis","Elymus canadensis trnT-trnL intergenic spacer, trnL gene, and trnL-trnF intergenic spacer, partial sequence; plastid","EU119363","trnL"
"Elymus trachycaulus","Elymus trachycaulus voucher USAS:Hiiesalu 5 tRNA-Leu (trnL) gene, partial sequence; chloroplast","HM590234","trnL"
"Chamerion angustifolium","Chamerion angustifolium tRNA-Leu (trnL) gene, intron; chloroplast","EU326057","trnL"
"Epilobium ciliatum","Epilobium ciliatum voucher AK297350 tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast","EF416725","trnL"
"Equisetum arvense","Equisetum arvense subsp. boreale isolate 41073 tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; plastid","MH750042","trnL"
"Equisetum hyemale","Equisetum hyemale isolate 23252 tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; plastid","MH750062","trnL"
"Equisetum laevigatum","Equisetum laevigatum chloroplast tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence and tRNA-Phe (trnF) gene, partial sequence","AY226112","trnL"
"Erechtites hieraciifolius","Erechtites hieraciifolius voucher Pelser cult. 352 trnL gene, intron; chloroplast","AF460137","trnL"
"Erigeron annuus","Erigeron annuus tRNA-Leu (trnL) gene, intron; chloroplast","HQ323890","trnL"
"Euthamia graminifolia","Euthamia graminifolia isolate AH16 tRNA-Leu (trnL) gene, partial sequence; chloroplast","KP175175","trnL"
"Festuca ovina","Festuca ovina subsp. guestfalica tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence, isolate DB11290","LR218036","trnL"
"Festuca guestfalica","Festuca guestfalica tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence, isolate DB11283","LR218029","trnL"
"Festuca guestphalica","Festuca guestphalica tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast","EF592974","trnL"
"Festuca rubra","Festuca rubra subsp. littoralis tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence, isolate DB11229","LR217976","trnL"
"Fragaria vesca","Fragaria vesca isolate P31 tRNA-Leu (trnL) gene, partial sequence; chloroplast","KF718323","trnL"
"Fragaria virginiana","Fragaria virginiana subsp. platypetala specimen voucher CFRA 370 tRNA-Leu (trnL) and tRNA-Phe (trnF) genes, partial sequence; chloroplast genes for chloroplast products","AF163553","trnL"
"Fraxinus americana","Fraxinus americana chloroplast DNA for trnL and trnF genes","X76819","trnL"
"Fraxinus nigra","Fraxinus nigra tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast","EU284158","trnL"
"Fraxinus pennsylvanica","Fraxinus pennsylvanica tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast","EU284159","trnL"
"Seemannia sylvatica","Seemannia sylvatica voucher A.O. Araujo & al. 603 (G) tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence","GQ383573","trnL"
"Gloxinia sylvatica","Gloxinia sylvatica chloroplast tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence","AY364269","trnL"
"Galium aparine","Galium aparine tRNA-Leu (trnL) gene, partial sequence; chloroplast","KX668043","trnL"
"Galium boreale","Galium boreale voucher USAS:Hiiesalu 33 tRNA-Leu (trnL) gene, partial sequence; chloroplast","HM590290","trnL"
"Galium trifidum","Galium trifidum isolate 1530o tRNA-Leu (trnL) gene, partial sequence; chloroplast","GQ244992","trnL"
"Glechoma hederacea","Glechoma hederacea tRNA-Leu (trnL) gene, partial sequence; chloroplast","KX668079","trnL"
"Gamochaeta purpurea","Gamochaeta purpurea voucher TK2_H1_FIELD tRNA-Leu (trnL) gene, partial sequence; mitochondrial","MK261595","trnL"
"Gnaphalium uliginosum","Gnaphalium uliginosum voucher Pflugbeil 936 (SZV) tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast","KX078077","trnL"
"Gymnocarpium dryopteris","Gymnocarpium dryopteris tRNA-Leu (trnL) gene, intron; chloroplast","HQ661111","trnL"
"Hackelia deflexa","Hackelia deflexa tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast","GQ285244","trnL"
"Helenium autumnale","Helenium autumnale isolate 1146 tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; plastid","GU818007","trnL"
"Helianthus giganteus","Helianthus giganteus tRNA-Leu (trnL) gene, intron; chloroplast gene for chloroplast product","AY009481","trnL"
"Heuchera richardsonii","Heuchera richardsonii isolate CP41 tRNA-Leu (trnL) gene, partial sequence; chloroplast","KP208365","trnL"
"Hieracium aurantiacum","Hieracium aurantiacum subsp. auropurpureum voucher Schuhwerk 03/102 tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast","AY879123","trnL"
"Hieracium umbellatum","Hieracium umbellatum tRNA-Leu (trnL) gene, intron; chloroplast","DQ460861","trnL"
"Hieracium longipilum","Hieracium longipilum tRNA-Leu (trnL) gene, intron; chloroplast","DQ460838","trnL"
"Anthoxanthum nitens","Anthoxanthum nitens voucher Kew 387-51.38701 tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast","EF137605","trnL"
"Houstonia longifolia","Houstonia longifolia voucher S. Church 9 (IND) tRNA-Leu (trnL) gene, intron; chloroplast","DQ012859","trnL"
"Hypoxis hirsuta","Hypoxis hirsuta voucher J. K. Wipf 2209 (M) tRNA-Leu (trnL) gene, partial sequence; chloroplast","HM459508","trnL"
"Impatiens capensis","Impatiens capensis tRNA-Leu (trnL) gene, intron sequence; chloroplast gene for chloroplast product","AF396205","trnL"
"Iris versicolor","Iris versicolor tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast","EU939518","trnL"
"Juncus tenuis","Juncus tenuis isolate P019 tRNA-Leu (trnL) gene, partial sequence; chloroplast","KP057651","trnL"
"Juniperus communis","Juniperus communis voucher ID:169349 tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast","MK801057","trnL"
"Juniperus virginiana","Juniperus virginiana voucher BU-10230 tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast","HM024605","trnL"
"Lactuca canadensis","Lactuca canadensis isolate 1149 tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; plastid","GU818025","trnL"
"Lactuca serriola","Lactuca serriola isolate LAC-131 tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast","KF486175","trnL"
"Larix laricina","Larix laricina tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast","DQ087942","trnL"
"Lathyrus venosus","Lathyrus venosus isolate HS1178 tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast","JX505704","trnL"
"Leersia oryzoides","Leersia oryzoides tRNA-Leu (trnL) gene, partial sequence; chloroplast","AY792525","trnL"
"Lepidium densiflorum","Lepidium densiflorum voucher USAS:Hiiesalu 38 tRNA-Leu (trnL) gene, partial sequence; chloroplast","HM590307","trnL"
"Lepidium virginicum","Lepidium virginicum voucher KL04 tRNA-Leu (trnL) gene, partial sequence; chloroplast","MG709393","trnL"
"Lespedeza capitata","Lespedeza capitata tRNA-Leu (trnL) gene and trnL-F intergenic spacer, partial sequence; chloroplast","FJ409472","trnL"
"Linaria vulgaris","Linaria vulgaris DNA containing partial rpl32 gene, rpl32-trnl IGS and partial trnl gene, haplotype LV1, specimen voucher MIB:ZPL:07800","LR746155","trnL"
"Lithospermum canescens","Lithospermum canescens isolate 1592 tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast","FJ763286","trnL"
"Lithospermum carolinense","Lithospermum carolinense tRNA-Leu (trnL) gene, intron; chloroplast","FJ827441","trnL"
"Lithospermum caroliniense","Lithospermum caroliniense tRNA-Leu (trnL) gene, intron; chloroplast","EU044914","trnL"
"Lolium multiflorum","Lolium multiflorum tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast","EF378972","trnL"
"Lonicera tatarica","Lonicera tatarica tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast","GU076484","trnL"
"Ludwigia polycarpa","Ludwigia polycarpa isolate L37 tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast","KX168188","trnL"
"Lupinus perennis","Lupinus perennis strain CSD UConn tRNA-Leu (trnL) gene, partial sequence; chloroplast","DQ417057","trnL"
"Silene latifolia","Silene latifolia subsp. alba tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast","KJ918506","trnL"
"Lycopus americanus","Lycopus americanus voucher DNA3229 TENN tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast","MH632049","trnL"
